child	parent
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000006
0000001	0000007
0000001	0000009
0000001	0000013
0000001	0000014
0000001	0000015
0000002	0000006
0000002	0000008
0000002	0000015
0000002	0000023
0000003	0000006
0000003	0000008
0000003	0000009
0000003	0000015
0000003	0000019
0000004	0000005
0000004	0000006
0000004	0000008
0000004	0000010
0000004	0000015
0000004	0000021
0000005	0000006
0000005	0000009
0000005	0000014
0000005	0000015
0000005	0000017
0000006	0000008
0000006	0000015
0000006	0000016
0000006	0000021
0000006	0000023
0000007	0000015
0000007	0000016
0000007	0000021
0000007	0000022
0000008	0000011
0000008	0000015
0000008	0000021
0000008	0000022
0000008	0000023
0000009	0000021
0000010	0000012
0000010	0000015
0000010	0000018
0000010	0000021
0000010	0000023
0000011	0000015
0000011	0000019
0000012	0000015
0000013	0000014
0000013	0000015
0000013	0000021
0000014	0000015
0000018	0000023
0000019	0000020
0000019	0000023
0000021	0000025
0000022	0000023
0000022	0000024
