child	parent
0000001	0000002
0000001	0000003
0000001	0000010
0000001	0000016
0000001	0000017
0000001	0000023
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000011
0000002	0000017
0000003	0000009
0000003	0000015
0000003	0000016
0000003	0000017
0000003	0000021
0000004	0000005
0000004	0000006
0000004	0000007
0000004	0000017
0000004	0000024
0000005	0000008
0000005	0000011
0000005	0000013
0000005	0000015
0000005	0000017
0000005	0000020
0000006	0000011
0000006	0000012
0000006	0000014
0000006	0000016
0000006	0000017
0000006	0000018
0000007	0000011
0000007	0000017
0000008	0000017
0000009	0000011
0000009	0000015
0000009	0000017
0000009	0000020
0000009	0000025
0000010	0000011
0000010	0000015
0000010	0000017
0000010	0000019
0000011	0000017
0000012	0000014
0000012	0000015
0000012	0000017
0000013	0000015
0000013	0000017
0000014	0000016
0000014	0000017
0000015	0000017
0000016	0000017
0000016	0000022
