child	parent
0000001	0000002
0000001	0000003
0000001	0000006
0000001	0000008
0000001	0000010
0000001	0000020
0000002	0000005
0000002	0000006
0000002	0000008
0000002	0000020
0000003	0000004
0000003	0000006
0000003	0000007
0000003	0000008
0000003	0000013
0000003	0000015
0000003	0000020
0000003	0000023
0000004	0000006
0000004	0000020
0000004	0000024
0000005	0000006
0000005	0000010
0000005	0000013
0000005	0000020
0000005	0000023
0000005	0000025
0000006	0000020
0000006	0000023
0000007	0000009
0000007	0000016
0000007	0000018
0000007	0000020
0000007	0000024
0000008	0000020
0000008	0000021
0000009	0000011
0000009	0000014
0000009	0000020
0000009	0000024
0000009	0000025
0000010	0000012
0000010	0000020
0000011	0000016
0000011	0000020
0000011	0000024
0000012	0000020
0000012	0000024
0000013	0000020
0000014	0000017
0000014	0000020
0000014	0000024
0000015	0000020
0000016	0000020
0000016	0000022
0000016	0000024
0000017	0000019
0000017	0000020
0000018	0000020
0000018	0000024
0000019	0000020
0000019	0000024
0000020	0000024
0000021	0000024
0000022	0000024
