child	parent
0000001	0000002
0000001	0000004
0000001	0000006
0000001	0000008
0000001	0000016
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000008
0000002	0000013
0000002	0000015
0000002	0000021
0000003	0000004
0000004	0000006
0000004	0000007
0000004	0000008
0000004	0000013
0000004	0000014
0000004	0000023
0000004	0000025
0000005	0000006
0000005	0000008
0000005	0000009
0000005	0000010
0000005	0000012
0000005	0000022
0000005	0000024
0000006	0000008
0000006	0000013
0000006	0000017
0000007	0000008
0000007	0000011
0000007	0000013
0000008	0000019
0000009	0000013
0000009	0000018
0000012	0000013
0000012	0000020
0000013	0000014
