child	parent
0000001	0000002
0000001	0000007
0000001	0000010
0000001	0000015
0000001	0000023
0000002	0000003
0000002	0000006
0000002	0000008
0000002	0000009
0000002	0000010
0000002	0000013
0000002	0000015
0000002	0000017
0000002	0000023
0000002	0000025
0000003	0000004
0000003	0000005
0000003	0000008
0000003	0000010
0000003	0000012
0000003	0000015
0000003	0000023
0000003	0000025
0000004	0000007
0000004	0000010
0000004	0000015
0000004	0000018
0000004	0000019
0000004	0000023
0000005	0000008
0000005	0000010
0000005	0000015
0000005	0000018
0000005	0000020
0000005	0000023
0000005	0000025
0000006	0000012
0000006	0000015
0000006	0000021
0000006	0000023
0000006	0000025
0000007	0000008
0000007	0000010
0000007	0000013
0000007	0000015
0000007	0000023
0000008	0000010
0000008	0000015
0000008	0000023
0000009	0000010
0000009	0000015
0000009	0000016
0000009	0000017
0000009	0000023
0000010	0000011
0000010	0000015
0000010	0000023
0000010	0000025
0000011	0000015
0000011	0000020
0000011	0000023
0000011	0000024
0000012	0000015
0000012	0000022
0000012	0000023
0000013	0000014
0000013	0000015
0000013	0000023
0000013	0000025
0000014	0000015
0000014	0000023
0000014	0000024
0000014	0000025
0000015	0000023
0000015	0000025
0000016	0000023
0000017	0000020
0000017	0000023
0000018	0000023
0000018	0000024
0000019	0000023
0000020	0000023
0000020	0000025
0000021	0000023
0000021	0000025
0000022	0000023
0000022	0000025
0000023	0000025
