child	parent
0000001	0000002
0000001	0000003
0000001	0000006
0000001	0000019
0000001	0000023
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000024
0000003	0000005
0000003	0000008
0000003	0000010
0000003	0000012
0000003	0000016
0000003	0000024
0000004	0000005
0000004	0000015
0000005	0000006
0000005	0000020
0000005	0000024
0000006	0000014
0000006	0000015
0000006	0000018
0000006	0000022
0000007	0000011
0000007	0000020
0000008	0000009
0000008	0000012
0000008	0000017
0000008	0000025
0000009	0000013
0000009	0000017
0000009	0000022
0000010	0000015
0000010	0000024
0000012	0000014
0000013	0000022
0000014	0000024
0000019	0000021
0000019	0000022
0000019	0000024
0000020	0000024
0000023	0000024
