child	parent
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000008
0000002	0000003
0000002	0000005
0000002	0000006
0000002	0000007
0000002	0000008
0000002	0000024
0000003	0000008
0000003	0000011
0000003	0000015
0000003	0000019
0000004	0000008
0000004	0000010
0000005	0000008
0000005	0000009
0000005	0000013
0000006	0000008
0000006	0000016
0000006	0000017
0000007	0000008
0000007	0000021
0000007	0000023
0000008	0000022
0000008	0000025
0000009	0000014
0000010	0000012
0000010	0000015
0000013	0000018
0000013	0000024
0000014	0000019
0000016	0000020
0000017	0000019
0000023	0000024
