child	parent
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000008
0000001	0000011
0000001	0000015
0000002	0000003
0000002	0000005
0000002	0000006
0000002	0000007
0000002	0000008
0000002	0000011
0000002	0000012
0000002	0000013
0000002	0000018
0000003	0000005
0000003	0000011
0000003	0000012
0000004	0000005
0000004	0000006
0000004	0000009
0000004	0000012
0000004	0000015
0000004	0000018
0000005	0000006
0000005	0000011
0000006	0000009
0000006	0000011
0000007	0000011
0000008	0000010
0000008	0000012
0000008	0000014
0000008	0000020
0000009	0000012
0000009	0000019
0000009	0000024
0000010	0000011
0000011	0000016
0000013	0000017
0000014	0000018
0000017	0000021
0000018	0000022
0000020	0000025
0000022	0000023
