child	parent
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000009
0000001	0000010
0000001	0000013
0000001	0000019
0000001	0000025
0000002	0000003
0000002	0000005
0000002	0000006
0000002	0000008
0000002	0000019
0000002	0000022
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000016
0000004	0000005
0000004	0000006
0000004	0000019
0000005	0000017
0000005	0000019
0000006	0000007
0000006	0000011
0000006	0000012
0000006	0000019
0000007	0000008
0000007	0000019
0000007	0000022
0000008	0000016
0000008	0000019
0000008	0000024
0000009	0000015
0000009	0000019
0000009	0000023
0000010	0000019
0000010	0000024
0000011	0000014
0000011	0000019
0000011	0000022
0000012	0000019
0000013	0000019
0000013	0000022
0000013	0000024
0000014	0000019
0000015	0000019
0000015	0000022
0000016	0000019
0000016	0000024
0000017	0000018
0000017	0000021
0000017	0000022
0000018	0000020
0000020	0000024
0000023	0000024
