child	parent
0000001	0000002
0000001	0000006
0000001	0000013
0000001	0000015
0000001	0000023
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000009
0000002	0000013
0000002	0000015
0000002	0000018
0000002	0000023
0000002	0000024
0000003	0000013
0000003	0000015
0000003	0000023
0000003	0000024
0000004	0000007
0000004	0000008
0000004	0000011
0000004	0000013
0000004	0000014
0000004	0000015
0000004	0000023
0000004	0000024
0000005	0000008
0000005	0000013
0000005	0000015
0000005	0000021
0000005	0000023
0000005	0000024
0000006	0000013
0000006	0000015
0000006	0000023
0000006	0000024
0000007	0000015
0000007	0000023
0000007	0000024
0000008	0000009
0000008	0000010
0000008	0000015
0000008	0000023
0000008	0000024
0000009	0000010
0000009	0000013
0000009	0000015
0000009	0000023
0000009	0000024
0000010	0000012
0000010	0000013
0000010	0000015
0000010	0000016
0000010	0000023
0000010	0000024
0000011	0000013
0000011	0000015
0000011	0000021
0000011	0000022
0000011	0000024
0000012	0000013
0000012	0000015
0000012	0000023
0000012	0000024
0000013	0000015
0000013	0000017
0000013	0000024
0000014	0000015
0000014	0000023
0000014	0000024
0000015	0000023
0000015	0000024
0000016	0000019
0000016	0000020
0000016	0000023
0000016	0000024
0000017	0000023
0000017	0000024
0000018	0000019
0000018	0000024
0000019	0000023
0000019	0000024
0000020	0000023
0000020	0000024
0000020	0000025
0000021	0000023
0000021	0000024
0000022	0000023
0000022	0000024
0000023	0000024
