child	parent
0000001	0000002
0000001	0000003
0000001	0000007
0000001	0000013
0000001	0000016
0000001	0000017
0000001	0000020
0000001	0000022
0000001	0000024
0000002	0000003
0000002	0000008
0000002	0000010
0000002	0000022
0000002	0000025
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000011
0000003	0000014
0000003	0000017
0000003	0000022
0000004	0000007
0000004	0000009
0000004	0000014
0000004	0000015
0000004	0000016
0000004	0000017
0000004	0000022
0000005	0000007
0000005	0000010
0000005	0000022
0000006	0000007
0000006	0000010
0000006	0000022
0000006	0000025
0000007	0000009
0000007	0000010
0000007	0000022
0000008	0000010
0000008	0000022
0000009	0000012
0000009	0000014
0000009	0000017
0000009	0000018
0000009	0000022
0000010	0000011
0000010	0000013
0000010	0000022
0000011	0000016
0000011	0000018
0000011	0000022
0000012	0000022
0000013	0000020
0000013	0000022
0000014	0000016
0000014	0000017
0000014	0000019
0000014	0000022
0000014	0000023
0000014	0000025
0000015	0000020
0000015	0000022
0000015	0000025
0000016	0000020
0000016	0000022
0000017	0000022
0000018	0000022
0000018	0000024
0000019	0000021
0000019	0000022
0000020	0000022
0000021	0000022
0000021	0000023
0000021	0000024
0000021	0000025
0000022	0000023
0000022	0000024
0000023	0000025
0000024	0000025
