child	parent
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000007
0000001	0000008
0000001	0000010
0000001	0000020
0000001	0000023
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000008
0000002	0000010
0000002	0000020
0000003	0000004
0000003	0000005
0000003	0000008
0000003	0000010
0000003	0000020
0000004	0000008
0000004	0000010
0000004	0000017
0000004	0000018
0000004	0000020
0000004	0000023
0000005	0000006
0000005	0000008
0000005	0000010
0000005	0000016
0000005	0000020
0000006	0000008
0000006	0000010
0000006	0000012
0000006	0000020
0000007	0000008
0000007	0000009
0000007	0000010
0000007	0000013
0000007	0000020
0000008	0000010
0000008	0000012
0000008	0000020
0000008	0000021
0000009	0000011
0000009	0000015
0000009	0000016
0000009	0000020
0000010	0000013
0000010	0000014
0000010	0000016
0000010	0000020
0000011	0000020
0000011	0000021
0000012	0000017
0000012	0000020
0000013	0000016
0000013	0000019
0000013	0000020
0000014	0000020
0000015	0000020
0000016	0000019
0000016	0000020
0000016	0000023
0000017	0000020
0000017	0000022
0000018	0000020
0000019	0000020
0000019	0000021
0000022	0000023
0000023	0000025
