child	parent
0000001	0000002
0000001	0000003
0000001	0000007
0000001	0000008
0000001	0000012
0000001	0000013
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000010
0000002	0000012
0000002	0000013
0000002	0000024
0000003	0000009
0000003	0000012
0000003	0000013
0000003	0000014
0000003	0000017
0000003	0000024
0000004	0000009
0000004	0000011
0000004	0000012
0000004	0000013
0000004	0000017
0000004	0000024
0000005	0000006
0000005	0000012
0000005	0000013
0000005	0000014
0000005	0000016
0000005	0000024
0000005	0000025
0000006	0000012
0000006	0000013
0000006	0000024
0000007	0000009
0000007	0000011
0000007	0000012
0000007	0000013
0000007	0000020
0000007	0000024
0000008	0000009
0000008	0000011
0000008	0000012
0000008	0000013
0000008	0000024
0000009	0000012
0000009	0000013
0000009	0000024
0000010	0000011
0000010	0000012
0000010	0000013
0000010	0000024
0000010	0000025
0000011	0000012
0000011	0000013
0000011	0000024
0000012	0000013
0000012	0000018
0000012	0000022
0000012	0000024
0000013	0000019
0000013	0000024
0000014	0000015
0000014	0000024
0000015	0000017
0000015	0000024
0000015	0000025
0000016	0000021
0000016	0000024
0000017	0000024
0000018	0000023
0000018	0000024
0000019	0000024
0000020	0000024
0000021	0000024
0000022	0000024
0000023	0000024
