child	parent
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000014
0000001	0000023
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000008
0000002	0000009
0000002	0000025
0000003	0000005
0000003	0000007
0000003	0000008
0000003	0000009
0000003	0000013
0000004	0000005
0000004	0000008
0000004	0000010
0000004	0000012
0000004	0000016
0000004	0000020
0000004	0000023
0000004	0000024
0000005	0000006
0000005	0000008
0000005	0000009
0000005	0000011
0000005	0000012
0000005	0000016
0000006	0000008
0000006	0000011
0000006	0000013
0000006	0000014
0000006	0000023
0000006	0000025
0000007	0000008
0000007	0000011
0000007	0000015
0000007	0000016
0000008	0000012
0000008	0000014
0000008	0000016
0000008	0000021
0000008	0000025
0000009	0000016
0000009	0000023
0000009	0000025
0000010	0000025
0000011	0000016
0000011	0000023
0000013	0000016
0000013	0000019
0000013	0000025
0000014	0000017
0000014	0000022
0000014	0000023
0000015	0000018
0000015	0000024
0000016	0000025
0000018	0000025
0000019	0000020
0000019	0000023
0000019	0000025
0000020	0000022
0000020	0000024
0000021	0000024
0000022	0000025
0000023	0000025
0000024	0000025
