child	parent
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000011
0000001	0000013
0000001	0000015
0000001	0000023
0000001	0000025
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000011
0000002	0000023
0000003	0000004
0000003	0000005
0000003	0000009
0000003	0000012
0000003	0000013
0000003	0000015
0000003	0000016
0000003	0000018
0000004	0000005
0000004	0000011
0000005	0000006
0000005	0000011
0000005	0000015
0000006	0000007
0000006	0000008
0000006	0000010
0000006	0000011
0000006	0000013
0000006	0000014
0000006	0000015
0000006	0000023
0000007	0000008
0000007	0000011
0000007	0000013
0000007	0000015
0000007	0000017
0000007	0000018
0000007	0000023
0000008	0000011
0000008	0000013
0000008	0000015
0000008	0000016
0000009	0000011
0000009	0000013
0000009	0000018
0000009	0000021
0000009	0000023
0000009	0000025
0000010	0000011
0000010	0000013
0000010	0000015
0000011	0000015
0000012	0000013
0000012	0000015
0000012	0000025
0000013	0000015
0000013	0000016
0000013	0000022
0000013	0000023
0000014	0000015
0000016	0000019
0000017	0000025
0000018	0000020
0000018	0000024
0000018	0000025
0000020	0000023
0000021	0000023
