source	target
0000001	0000002
0000001	0000006
0000001	0000009
0000001	0000016
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000009
0000002	0000010
0000002	0000022
0000002	0000024
0000003	0000004
0000003	0000005
0000003	0000007
0000004	0000006
0000004	0000008
0000004	0000018
0000005	0000009
0000005	0000013
0000005	0000014
0000005	0000015
0000005	0000025
0000006	0000008
0000006	0000011
0000006	0000014
0000006	0000021
0000007	0000013
0000007	0000018
0000008	0000020
0000009	0000012
0000010	0000015
0000012	0000020
0000013	0000018
0000013	0000019
0000014	0000015
0000014	0000017
0000014	0000018
0000014	0000019
0000015	0000019
0000021	0000023
