source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000008
0000001	0000013
0000001	0000018
0000001	0000019
0000001	0000020
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000011
0000002	0000013
0000002	0000020
0000002	0000023
0000002	0000024
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000008
0000003	0000012
0000003	0000016
0000003	0000017
0000004	0000005
0000004	0000006
0000004	0000007
0000004	0000010
0000004	0000012
0000004	0000013
0000005	0000008
0000005	0000009
0000005	0000011
0000005	0000014
0000005	0000019
0000006	0000007
0000006	0000010
0000006	0000020
0000006	0000021
0000007	0000008
0000007	0000009
0000007	0000012
0000007	0000013
0000007	0000014
0000007	0000018
0000007	0000023
0000008	0000012
0000008	0000013
0000008	0000015
0000008	0000017
0000008	0000020
0000008	0000023
0000009	0000011
0000009	0000015
0000009	0000016
0000009	0000019
0000010	0000011
0000010	0000012
0000010	0000022
0000011	0000015
0000011	0000019
0000012	0000018
0000012	0000019
0000013	0000014
0000013	0000018
0000013	0000023
0000013	0000024
0000014	0000017
0000014	0000020
0000014	0000021
0000014	0000022
0000014	0000024
0000015	0000016
0000016	0000024
0000017	0000021
0000017	0000022
0000019	0000022
0000020	0000025
0000021	0000022
0000022	0000025
