source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000015
0000001	0000016
0000001	0000019
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000008
0000002	0000014
0000002	0000025
0000003	0000004
0000003	0000006
0000003	0000011
0000003	0000014
0000003	0000020
0000004	0000006
0000004	0000010
0000004	0000013
0000005	0000013
0000006	0000010
0000006	0000012
0000006	0000014
0000006	0000021
0000006	0000024
0000007	0000009
0000007	0000010
0000007	0000018
0000007	0000019
0000007	0000023
0000008	0000013
0000009	0000017
0000010	0000014
0000011	0000012
0000011	0000023
0000012	0000013
0000012	0000022
0000013	0000014
0000016	0000017
0000017	0000021
