source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000016
0000001	0000021
0000001	0000023
0000002	0000003
0000002	0000005
0000003	0000005
0000003	0000008
0000003	0000009
0000003	0000010
0000003	0000012
0000004	0000005
0000004	0000008
0000005	0000006
0000005	0000014
0000005	0000016
0000006	0000007
0000006	0000016
0000006	0000019
0000006	0000022
0000007	0000009
0000007	0000016
0000007	0000018
0000008	0000011
0000008	0000021
0000009	0000017
0000010	0000016
0000011	0000013
0000012	0000015
0000013	0000016
0000014	0000016
0000014	0000020
0000017	0000020
0000019	0000024
0000020	0000023
0000022	0000025
