source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000007
0000001	0000009
0000001	0000013
0000001	0000015
0000001	0000016
0000001	0000020
0000002	0000003
0000002	0000006
0000002	0000007
0000002	0000009
0000002	0000012
0000002	0000013
0000002	0000015
0000002	0000016
0000002	0000019
0000002	0000020
0000003	0000004
0000003	0000005
0000003	0000007
0000003	0000009
0000003	0000010
0000003	0000013
0000003	0000016
0000003	0000023
0000004	0000006
0000004	0000007
0000004	0000009
0000004	0000010
0000004	0000012
0000004	0000013
0000004	0000016
0000004	0000017
0000004	0000018
0000005	0000007
0000005	0000009
0000005	0000013
0000005	0000016
0000005	0000017
0000005	0000018
0000005	0000020
0000006	0000007
0000006	0000009
0000006	0000010
0000006	0000013
0000006	0000016
0000006	0000017
0000006	0000024
0000007	0000008
0000007	0000009
0000007	0000011
0000007	0000013
0000007	0000014
0000007	0000016
0000007	0000020
0000008	0000009
0000008	0000013
0000008	0000014
0000008	0000016
0000008	0000020
0000009	0000010
0000009	0000013
0000009	0000016
0000009	0000018
0000009	0000022
0000010	0000013
0000010	0000016
0000010	0000018
0000010	0000019
0000011	0000013
0000011	0000016
0000011	0000019
0000011	0000025
0000012	0000013
0000012	0000015
0000012	0000016
0000012	0000017
0000012	0000021
0000013	0000014
0000013	0000016
0000014	0000016
0000014	0000020
0000015	0000016
0000015	0000018
0000015	0000019
0000016	0000019
0000017	0000018
0000018	0000019
0000018	0000020
0000020	0000021
