source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000010
0000001	0000011
0000002	0000003
0000002	0000007
0000002	0000008
0000002	0000009
0000002	0000010
0000002	0000013
0000002	0000020
0000002	0000022
0000002	0000024
0000003	0000007
0000003	0000010
0000003	0000014
0000003	0000020
0000004	0000005
0000004	0000007
0000004	0000008
0000004	0000010
0000004	0000015
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000010
0000005	0000012
0000005	0000020
0000006	0000007
0000006	0000008
0000006	0000010
0000006	0000011
0000006	0000016
0000006	0000018
0000006	0000023
0000007	0000008
0000007	0000010
0000008	0000010
0000008	0000015
0000008	0000021
0000009	0000010
0000009	0000020
0000010	0000019
0000011	0000017
0000012	0000013
0000013	0000015
0000013	0000018
0000013	0000019
0000014	0000018
0000016	0000019
0000016	0000020
0000016	0000022
0000017	0000020
0000017	0000023
0000021	0000025
