source	target
0000001	0000002
0000001	0000003
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000014
0000001	0000015
0000001	0000020
0000001	0000023
0000001	0000025
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000010
0000002	0000014
0000002	0000016
0000002	0000023
0000003	0000006
0000003	0000007
0000003	0000008
0000003	0000013
0000003	0000020
0000003	0000022
0000004	0000005
0000004	0000007
0000004	0000008
0000004	0000010
0000004	0000011
0000004	0000017
0000004	0000018
0000004	0000019
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000014
0000005	0000016
0000006	0000007
0000006	0000012
0000006	0000017
0000006	0000022
0000008	0000014
0000009	0000014
0000009	0000020
0000009	0000022
0000010	0000014
0000010	0000015
0000010	0000020
0000011	0000012
0000011	0000014
0000011	0000022
0000012	0000015
0000013	0000014
0000013	0000021
0000013	0000022
0000014	0000022
0000015	0000022
0000017	0000022
0000018	0000022
0000018	0000024
0000019	0000021
