source	target
0000001	0000002
0000001	0000004
0000001	0000006
0000001	0000007
0000001	0000014
0000001	0000015
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000006
0000002	0000021
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000011
0000003	0000013
0000003	0000015
0000004	0000006
0000004	0000007
0000004	0000011
0000004	0000017
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000009
0000005	0000010
0000005	0000011
0000005	0000022
0000006	0000012
0000006	0000014
0000006	0000018
0000007	0000012
0000007	0000014
0000007	0000015
0000008	0000011
0000008	0000024
0000010	0000011
0000010	0000012
0000010	0000024
0000011	0000020
0000011	0000025
0000012	0000014
0000012	0000019
0000012	0000023
0000013	0000014
0000013	0000015
0000013	0000024
0000015	0000016
0000016	0000023
0000019	0000024
0000020	0000025
