source	target
0000001	0000002
0000001	0000003
0000001	0000017
0000001	0000019
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000007
0000002	0000013
0000002	0000019
0000003	0000008
0000003	0000012
0000004	0000006
0000004	0000014
0000004	0000021
0000004	0000024
0000005	0000011
0000005	0000014
0000005	0000024
0000006	0000009
0000006	0000014
0000006	0000021
0000007	0000024
0000008	0000017
0000009	0000010
0000009	0000015
0000010	0000014
0000010	0000019
0000010	0000024
0000011	0000016
0000011	0000019
0000012	0000014
0000012	0000015
0000012	0000019
0000013	0000025
0000014	0000015
0000014	0000025
0000017	0000018
0000017	0000022
0000018	0000019
0000019	0000020
0000019	0000021
0000022	0000023
