source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000009
0000001	0000014
0000001	0000017
0000001	0000020
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000007
0000002	0000015
0000002	0000016
0000003	0000005
0000003	0000006
0000003	0000010
0000003	0000011
0000004	0000005
0000004	0000006
0000004	0000010
0000004	0000018
0000005	0000006
0000005	0000008
0000005	0000010
0000005	0000013
0000006	0000014
0000006	0000021
0000007	0000014
0000009	0000024
0000011	0000012
0000011	0000013
0000011	0000022
0000012	0000017
0000012	0000022
0000014	0000022
0000018	0000019
0000018	0000023
0000019	0000022
0000024	0000025
