source	target
0000001	0000002
0000001	0000003
0000001	0000009
0000001	0000015
0000001	0000016
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000009
0000002	0000015
0000002	0000024
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000009
0000003	0000010
0000003	0000013
0000003	0000015
0000003	0000019
0000003	0000024
0000004	0000009
0000004	0000010
0000004	0000015
0000004	0000023
0000004	0000024
0000005	0000011
0000005	0000013
0000005	0000015
0000005	0000024
0000006	0000012
0000006	0000013
0000006	0000015
0000006	0000018
0000006	0000019
0000006	0000024
0000007	0000008
0000007	0000009
0000007	0000012
0000007	0000024
0000008	0000009
0000008	0000013
0000008	0000015
0000008	0000022
0000008	0000024
0000009	0000011
0000009	0000014
0000009	0000015
0000009	0000024
0000010	0000015
0000010	0000024
0000011	0000015
0000011	0000023
0000011	0000024
0000012	0000017
0000012	0000024
0000012	0000025
0000013	0000015
0000013	0000023
0000013	0000024
0000014	0000015
0000014	0000024
0000015	0000022
0000015	0000024
0000016	0000024
0000017	0000024
0000018	0000021
0000018	0000022
0000018	0000023
0000018	0000024
0000019	0000020
0000019	0000024
0000020	0000024
0000021	0000024
0000022	0000023
0000022	0000024
0000023	0000024
