source	target
0000001	0000002
0000001	0000003
0000001	0000006
0000001	0000007
0000001	0000014
0000001	0000015
0000001	0000016
0000001	0000023
0000002	0000003
0000002	0000004
0000002	0000006
0000002	0000016
0000003	0000007
0000003	0000015
0000003	0000016
0000003	0000017
0000003	0000025
0000004	0000005
0000004	0000006
0000004	0000008
0000004	0000014
0000004	0000016
0000005	0000006
0000005	0000011
0000005	0000015
0000005	0000016
0000005	0000017
0000006	0000009
0000006	0000015
0000006	0000016
0000006	0000017
0000006	0000018
0000006	0000019
0000006	0000023
0000006	0000025
0000007	0000010
0000007	0000016
0000007	0000017
0000007	0000021
0000007	0000025
0000008	0000009
0000008	0000013
0000008	0000016
0000008	0000017
0000009	0000012
0000009	0000015
0000009	0000016
0000009	0000019
0000010	0000014
0000010	0000015
0000010	0000016
0000010	0000017
0000011	0000016
0000011	0000017
0000011	0000023
0000012	0000016
0000012	0000017
0000012	0000024
0000013	0000014
0000013	0000015
0000013	0000016
0000013	0000017
0000013	0000022
0000013	0000023
0000014	0000015
0000014	0000016
0000015	0000016
0000015	0000017
0000015	0000019
0000015	0000025
0000016	0000017
0000016	0000023
0000016	0000025
0000017	0000020
0000019	0000023
0000020	0000025
