source	target
0000001	0000002
0000001	0000004
0000001	0000011
0000002	0000003
0000002	0000004
0000002	0000011
0000002	0000016
0000002	0000019
0000003	0000004
0000003	0000006
0000003	0000011
0000004	0000005
0000004	0000009
0000004	0000011
0000005	0000010
0000005	0000011
0000005	0000015
0000006	0000007
0000006	0000011
0000006	0000017
0000006	0000020
0000007	0000008
0000007	0000011
0000007	0000013
0000007	0000017
0000007	0000021
0000007	0000024
0000008	0000011
0000008	0000012
0000008	0000014
0000009	0000011
0000010	0000011
0000010	0000012
0000010	0000018
0000010	0000023
0000011	0000014
0000011	0000017
0000012	0000014
0000012	0000020
0000012	0000022
0000023	0000025
