source	target
0000001	0000002
0000001	0000004
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000010
0000001	0000022
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000017
0000002	0000022
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000009
0000003	0000015
0000003	0000016
0000004	0000006
0000004	0000015
0000004	0000017
0000005	0000006
0000005	0000009
0000005	0000011
0000005	0000017
0000005	0000020
0000006	0000009
0000007	0000009
0000008	0000009
0000008	0000018
0000009	0000013
0000009	0000015
0000009	0000017
0000009	0000024
0000010	0000014
0000010	0000015
0000011	0000012
0000012	0000015
0000012	0000022
0000013	0000015
0000013	0000017
0000014	0000017
0000014	0000018
0000015	0000019
0000016	0000017
0000017	0000021
0000020	0000023
0000021	0000022
0000021	0000025
