source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000007
0000001	0000008
0000001	0000011
0000001	0000022
0000002	0000004
0000002	0000011
0000002	0000021
0000003	0000005
0000003	0000006
0000003	0000009
0000003	0000011
0000003	0000015
0000003	0000025
0000004	0000007
0000004	0000011
0000004	0000013
0000005	0000010
0000005	0000011
0000005	0000016
0000005	0000023
0000006	0000007
0000006	0000011
0000006	0000016
0000006	0000019
0000006	0000025
0000007	0000008
0000007	0000011
0000007	0000014
0000007	0000019
0000007	0000021
0000008	0000011
0000008	0000015
0000008	0000020
0000009	0000011
0000009	0000012
0000009	0000021
0000010	0000011
0000010	0000015
0000010	0000025
0000011	0000021
0000011	0000025
0000012	0000015
0000013	0000016
0000013	0000018
0000013	0000024
0000013	0000025
0000014	0000016
0000014	0000017
0000014	0000018
0000014	0000025
0000015	0000023
0000017	0000025
0000018	0000021
0000018	0000023
0000019	0000025
0000021	0000025
