source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000008
0000001	0000011
0000001	0000014
0000001	0000017
0000001	0000022
0000001	0000024
0000001	0000025
0000002	0000003
0000002	0000008
0000002	0000009
0000002	0000010
0000002	0000014
0000002	0000019
0000003	0000004
0000003	0000012
0000003	0000016
0000004	0000007
0000004	0000008
0000004	0000015
0000004	0000016
0000004	0000018
0000005	0000006
0000005	0000016
0000005	0000019
0000005	0000025
0000006	0000008
0000006	0000009
0000006	0000012
0000006	0000014
0000006	0000015
0000006	0000025
0000007	0000008
0000007	0000019
0000008	0000013
0000008	0000020
0000009	0000013
0000009	0000016
0000009	0000019
0000009	0000025
0000010	0000015
0000011	0000013
0000012	0000015
0000013	0000016
0000013	0000019
0000013	0000023
0000013	0000025
0000014	0000016
0000015	0000016
0000015	0000021
0000018	0000021
0000023	0000025
