source	target
0000001	0000002
0000001	0000003
0000001	0000009
0000001	0000015
0000001	0000016
0000001	0000023
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000011
0000002	0000014
0000003	0000005
0000003	0000007
0000003	0000009
0000004	0000006
0000004	0000008
0000004	0000009
0000004	0000015
0000004	0000018
0000004	0000024
0000005	0000018
0000006	0000013
0000007	0000009
0000007	0000010
0000007	0000024
0000008	0000009
0000008	0000012
0000008	0000021
0000008	0000022
0000008	0000024
0000009	0000011
0000009	0000018
0000010	0000024
0000011	0000019
0000011	0000024
0000012	0000017
0000012	0000018
0000012	0000024
0000013	0000021
0000013	0000024
0000014	0000018
0000014	0000024
0000015	0000016
0000015	0000018
0000015	0000021
0000016	0000018
0000017	0000020
0000017	0000024
0000018	0000024
0000021	0000025
