source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000006
0000001	0000007
0000001	0000013
0000001	0000015
0000001	0000018
0000001	0000019
0000001	0000020
0000001	0000024
0000002	0000003
0000002	0000004
0000002	0000006
0000002	0000009
0000002	0000011
0000002	0000013
0000002	0000015
0000002	0000020
0000002	0000024
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000013
0000003	0000015
0000003	0000018
0000003	0000020
0000003	0000024
0000004	0000006
0000004	0000007
0000004	0000008
0000004	0000013
0000004	0000015
0000004	0000018
0000004	0000019
0000004	0000020
0000004	0000024
0000005	0000006
0000005	0000013
0000005	0000014
0000005	0000015
0000005	0000019
0000005	0000020
0000005	0000025
0000006	0000012
0000006	0000015
0000006	0000016
0000006	0000019
0000006	0000020
0000006	0000024
0000007	0000008
0000007	0000011
0000007	0000013
0000007	0000015
0000007	0000020
0000007	0000024
0000008	0000011
0000008	0000013
0000008	0000015
0000008	0000018
0000008	0000020
0000008	0000024
0000009	0000010
0000009	0000013
0000009	0000015
0000009	0000019
0000009	0000020
0000009	0000024
0000010	0000013
0000010	0000015
0000010	0000018
0000010	0000019
0000010	0000020
0000010	0000021
0000011	0000013
0000011	0000015
0000011	0000019
0000011	0000020
0000011	0000024
0000012	0000015
0000012	0000019
0000012	0000020
0000012	0000022
0000012	0000024
0000013	0000015
0000013	0000017
0000013	0000020
0000013	0000024
0000014	0000015
0000014	0000018
0000014	0000019
0000014	0000020
0000014	0000024
0000015	0000018
0000015	0000019
0000015	0000020
0000015	0000022
0000015	0000024
0000015	0000025
0000016	0000018
0000016	0000020
0000016	0000024
0000017	0000018
0000017	0000019
0000017	0000020
0000018	0000019
0000018	0000020
0000018	0000021
0000018	0000024
0000018	0000025
0000019	0000020
0000019	0000021
0000021	0000023
0000021	0000024
0000023	0000024
