source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000012
0000001	0000020
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000007
0000002	0000008
0000002	0000012
0000002	0000013
0000002	0000015
0000002	0000017
0000002	0000022
0000002	0000023
0000003	0000004
0000003	0000005
0000003	0000012
0000003	0000014
0000003	0000023
0000004	0000005
0000004	0000012
0000004	0000019
0000004	0000022
0000005	0000006
0000005	0000012
0000005	0000019
0000005	0000021
0000005	0000022
0000006	0000012
0000006	0000014
0000006	0000015
0000006	0000017
0000006	0000019
0000006	0000024
0000007	0000009
0000007	0000012
0000007	0000019
0000008	0000012
0000008	0000018
0000008	0000019
0000008	0000024
0000009	0000010
0000009	0000011
0000009	0000012
0000009	0000016
0000009	0000020
0000009	0000021
0000009	0000025
0000010	0000012
0000010	0000018
0000010	0000021
0000010	0000022
0000011	0000012
0000011	0000017
0000011	0000021
0000012	0000017
0000012	0000022
0000013	0000019
0000013	0000021
0000013	0000022
0000014	0000017
0000014	0000022
0000015	0000019
0000016	0000017
0000016	0000019
0000017	0000021
0000019	0000022
0000019	0000024
0000020	0000022
0000021	0000022
