source	target
0000001	0000002
0000001	0000004
0000001	0000005
0000001	0000007
0000001	0000008
0000001	0000017
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000008
0000002	0000010
0000002	0000012
0000002	0000014
0000002	0000017
0000002	0000018
0000002	0000025
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000008
0000003	0000009
0000003	0000011
0000003	0000017
0000003	0000022
0000003	0000024
0000003	0000025
0000004	0000005
0000004	0000008
0000004	0000010
0000004	0000017
0000005	0000008
0000005	0000010
0000005	0000017
0000006	0000008
0000006	0000017
0000006	0000021
0000007	0000008
0000007	0000011
0000007	0000017
0000007	0000025
0000008	0000010
0000008	0000013
0000008	0000017
0000008	0000021
0000009	0000010
0000009	0000013
0000009	0000017
0000010	0000012
0000010	0000015
0000010	0000017
0000011	0000012
0000011	0000016
0000011	0000017
0000011	0000023
0000012	0000017
0000012	0000021
0000013	0000014
0000013	0000017
0000013	0000020
0000013	0000022
0000014	0000017
0000015	0000017
0000015	0000019
0000015	0000022
0000016	0000017
0000016	0000025
0000018	0000025
0000019	0000020
0000020	0000025
0000021	0000025
0000022	0000023
