source	target
0000001	0000002
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000008
0000001	0000013
0000001	0000016
0000001	0000020
0000002	0000003
0000002	0000006
0000002	0000008
0000002	0000013
0000002	0000014
0000002	0000016
0000002	0000020
0000003	0000006
0000003	0000008
0000003	0000009
0000003	0000016
0000003	0000020
0000004	0000006
0000004	0000008
0000004	0000010
0000004	0000013
0000004	0000016
0000004	0000020
0000004	0000022
0000005	0000006
0000005	0000008
0000005	0000014
0000005	0000016
0000005	0000020
0000006	0000007
0000006	0000008
0000006	0000010
0000006	0000016
0000006	0000020
0000007	0000008
0000007	0000009
0000007	0000016
0000007	0000020
0000008	0000012
0000008	0000016
0000008	0000020
0000009	0000011
0000009	0000015
0000009	0000016
0000009	0000018
0000009	0000020
0000009	0000025
0000010	0000016
0000010	0000017
0000010	0000020
0000010	0000023
0000010	0000024
0000010	0000025
0000011	0000016
0000011	0000020
0000011	0000023
0000012	0000016
0000012	0000019
0000012	0000020
0000013	0000016
0000013	0000020
0000013	0000021
0000014	0000016
0000014	0000020
0000014	0000023
0000015	0000016
0000015	0000020
0000015	0000025
0000016	0000020
0000017	0000020
0000018	0000020
0000019	0000020
0000020	0000022
0000022	0000023
