source	target
0000001	0000002
0000001	0000003
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000020
0000002	0000003
0000002	0000008
0000002	0000018
0000002	0000020
0000002	0000022
0000003	0000004
0000003	0000005
0000003	0000008
0000003	0000010
0000003	0000013
0000003	0000022
0000004	0000005
0000004	0000008
0000004	0000012
0000004	0000013
0000004	0000014
0000004	0000018
0000004	0000024
0000005	0000008
0000005	0000014
0000005	0000015
0000005	0000022
0000005	0000025
0000006	0000008
0000006	0000009
0000006	0000012
0000006	0000013
0000007	0000008
0000007	0000021
0000007	0000022
0000008	0000011
0000008	0000018
0000008	0000020
0000008	0000025
0000009	0000013
0000009	0000017
0000009	0000018
0000009	0000022
0000010	0000019
0000010	0000020
0000010	0000022
0000011	0000012
0000011	0000022
0000011	0000023
0000012	0000013
0000012	0000022
0000013	0000018
0000013	0000019
0000013	0000025
0000014	0000020
0000015	0000016
0000015	0000018
0000015	0000019
0000015	0000022
0000016	0000018
0000016	0000021
0000016	0000022
0000017	0000018
0000017	0000019
0000017	0000020
0000017	0000022
0000018	0000019
0000018	0000020
0000018	0000022
0000020	0000021
0000021	0000022
