source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000009
0000001	0000011
0000001	0000015
0000001	0000016
0000001	0000018
0000001	0000021
0000002	0000004
0000002	0000006
0000002	0000009
0000002	0000011
0000002	0000016
0000002	0000021
0000003	0000004
0000003	0000005
0000003	0000009
0000003	0000015
0000003	0000016
0000004	0000007
0000004	0000008
0000004	0000009
0000004	0000012
0000004	0000016
0000004	0000024
0000005	0000009
0000005	0000011
0000005	0000016
0000005	0000023
0000006	0000009
0000006	0000010
0000006	0000016
0000006	0000017
0000006	0000018
0000006	0000021
0000007	0000009
0000007	0000016
0000007	0000017
0000008	0000009
0000008	0000013
0000008	0000016
0000008	0000018
0000009	0000015
0000009	0000016
0000009	0000017
0000009	0000021
0000009	0000022
0000010	0000016
0000010	0000020
0000011	0000015
0000011	0000016
0000012	0000016
0000012	0000017
0000013	0000014
0000013	0000016
0000014	0000016
0000014	0000018
0000014	0000019
0000015	0000016
0000015	0000018
0000017	0000024
0000018	0000025
0000020	0000023
0000022	0000024
0000023	0000024
