source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000008
0000001	0000012
0000001	0000013
0000001	0000018
0000002	0000004
0000002	0000005
0000002	0000007
0000002	0000013
0000002	0000020
0000002	0000021
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000013
0000003	0000023
0000004	0000005
0000004	0000006
0000004	0000007
0000004	0000009
0000004	0000011
0000004	0000013
0000004	0000021
0000004	0000025
0000005	0000008
0000005	0000013
0000005	0000015
0000006	0000013
0000006	0000018
0000006	0000019
0000006	0000020
0000006	0000021
0000006	0000022
0000007	0000013
0000007	0000014
0000007	0000018
0000008	0000010
0000008	0000012
0000008	0000013
0000008	0000022
0000009	0000012
0000009	0000013
0000009	0000021
0000010	0000012
0000010	0000013
0000010	0000016
0000010	0000017
0000010	0000018
0000010	0000021
0000010	0000022
0000011	0000012
0000011	0000013
0000011	0000016
0000011	0000021
0000011	0000023
0000011	0000024
0000012	0000013
0000012	0000018
0000012	0000021
0000013	0000016
0000014	0000020
0000015	0000017
0000015	0000018
0000015	0000021
0000019	0000021
0000019	0000022
0000021	0000025
