source	target
0000001	0000002
0000001	0000004
0000001	0000007
0000001	0000011
0000001	0000017
0000002	0000003
0000002	0000004
0000002	0000014
0000002	0000038
0000002	0000062
0000003	0000009
0000003	0000023
0000003	0000025
0000003	0000052
0000003	0000066
0000004	0000005
0000004	0000008
0000004	0000010
0000004	0000043
0000004	0000060
0000005	0000006
0000005	0000008
0000005	0000016
0000005	0000086
0000006	0000012
0000007	0000053
0000008	0000018
0000009	0000015
0000009	0000022
0000009	0000044
0000009	0000073
0000010	0000012
0000010	0000038
0000011	0000013
0000011	0000019
0000011	0000032
0000011	0000063
0000013	0000026
0000013	0000058
0000014	0000055
0000015	0000034
0000015	0000035
0000016	0000024
0000016	0000028
0000016	0000070
0000017	0000019
0000017	0000020
0000017	0000059
0000017	0000100
0000018	0000021
0000018	0000037
0000018	0000039
0000018	0000040
0000018	0000045
0000018	0000071
0000019	0000029
0000019	0000030
0000020	0000022
0000020	0000056
0000020	0000093
0000021	0000034
0000022	0000036
0000022	0000042
0000022	0000084
0000023	0000054
0000023	0000061
0000023	0000074
0000024	0000075
0000025	0000027
0000025	0000031
0000025	0000096
0000026	0000031
0000026	0000067
0000026	0000085
0000027	0000047
0000027	0000049
0000029	0000065
0000032	0000033
0000032	0000041
0000034	0000050
0000035	0000058
0000036	0000082
0000037	0000051
0000037	0000057
0000038	0000046
0000038	0000068
0000038	0000076
0000040	0000048
0000040	0000091
0000041	0000057
0000043	0000045
0000043	0000064
0000043	0000089
0000044	0000080
0000045	0000059
0000050	0000081
0000051	0000095
0000053	0000072
0000056	0000079
0000059	0000087
0000061	0000092
0000063	0000078
0000063	0000088
0000064	0000069
0000064	0000077
0000066	0000072
0000067	0000094
0000069	0000090
0000074	0000083
0000081	0000097
0000088	0000098
0000090	0000099
