source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000008
0000001	0000081
0000002	0000004
0000002	0000011
0000002	0000019
0000002	0000051
0000003	0000004
0000003	0000006
0000003	0000007
0000003	0000009
0000003	0000014
0000003	0000025
0000003	0000028
0000003	0000040
0000003	0000049
0000003	0000075
0000003	0000077
0000004	0000005
0000004	0000009
0000004	0000010
0000004	0000015
0000004	0000016
0000005	0000006
0000005	0000010
0000005	0000017
0000005	0000038
0000005	0000043
0000006	0000028
0000006	0000044
0000006	0000047
0000007	0000012
0000007	0000020
0000007	0000031
0000007	0000042
0000008	0000029
0000008	0000090
0000009	0000014
0000009	0000022
0000009	0000043
0000009	0000045
0000009	0000073
0000010	0000012
0000010	0000013
0000010	0000027
0000010	0000033
0000010	0000055
0000011	0000022
0000011	0000026
0000011	0000030
0000011	0000041
0000011	0000043
0000011	0000057
0000012	0000018
0000012	0000021
0000012	0000025
0000012	0000037
0000012	0000062
0000012	0000063
0000013	0000036
0000013	0000055
0000013	0000074
0000014	0000016
0000015	0000062
0000015	0000069
0000016	0000027
0000016	0000028
0000017	0000024
0000017	0000078
0000018	0000019
0000018	0000023
0000018	0000025
0000018	0000071
0000018	0000093
0000018	0000098
0000019	0000028
0000019	0000032
0000019	0000048
0000019	0000054
0000019	0000060
0000019	0000065
0000019	0000083
0000020	0000032
0000020	0000038
0000020	0000088
0000021	0000032
0000021	0000057
0000021	0000073
0000021	0000087
0000021	0000100
0000022	0000070
0000022	0000097
0000023	0000036
0000023	0000039
0000024	0000063
0000024	0000082
0000025	0000084
0000026	0000046
0000027	0000041
0000027	0000056
0000027	0000066
0000028	0000034
0000028	0000035
0000028	0000036
0000028	0000044
0000028	0000090
0000029	0000059
0000029	0000072
0000029	0000086
0000030	0000035
0000030	0000064
0000031	0000065
0000031	0000092
0000032	0000048
0000032	0000071
0000032	0000085
0000034	0000080
0000034	0000095
0000035	0000063
0000038	0000046
0000038	0000050
0000038	0000055
0000039	0000040
0000039	0000068
0000040	0000076
0000040	0000083
0000041	0000087
0000042	0000085
0000043	0000052
0000044	0000096
0000045	0000053
0000047	0000095
0000048	0000061
0000048	0000064
0000048	0000090
0000048	0000099
0000049	0000053
0000049	0000054
0000051	0000095
0000052	0000061
0000053	0000089
0000054	0000058
0000054	0000077
0000055	0000060
0000057	0000059
0000057	0000062
0000057	0000071
0000057	0000091
0000061	0000072
0000061	0000078
0000062	0000075
0000063	0000075
0000066	0000067
0000066	0000073
0000067	0000078
0000067	0000094
0000071	0000079
0000073	0000079
0000075	0000084
0000078	0000091
0000080	0000091
0000080	0000097
0000085	0000089
0000088	0000091
0000090	0000093
0000093	0000099
