source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000012
0000001	0000013
0000001	0000014
0000001	0000033
0000001	0000056
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000008
0000002	0000013
0000002	0000018
0000002	0000063
0000002	0000067
0000002	0000075
0000002	0000087
0000003	0000004
0000003	0000005
0000003	0000019
0000003	0000035
0000003	0000055
0000003	0000087
0000004	0000005
0000004	0000018
0000004	0000019
0000004	0000024
0000004	0000064
0000004	0000071
0000004	0000074
0000005	0000009
0000005	0000015
0000005	0000020
0000005	0000023
0000005	0000054
0000005	0000059
0000005	0000082
0000006	0000007
0000006	0000011
0000006	0000014
0000006	0000019
0000006	0000025
0000006	0000032
0000006	0000072
0000006	0000094
0000006	0000097
0000007	0000008
0000007	0000010
0000007	0000024
0000007	0000040
0000007	0000053
0000008	0000010
0000008	0000016
0000008	0000021
0000008	0000028
0000008	0000030
0000008	0000034
0000008	0000062
0000008	0000065
0000008	0000072
0000009	0000016
0000009	0000022
0000009	0000024
0000009	0000052
0000009	0000053
0000009	0000069
0000010	0000022
0000010	0000086
0000011	0000012
0000011	0000024
0000011	0000074
0000012	0000017
0000012	0000025
0000012	0000042
0000012	0000045
0000012	0000046
0000012	0000081
0000013	0000021
0000013	0000024
0000013	0000028
0000013	0000060
0000014	0000025
0000014	0000027
0000014	0000033
0000014	0000046
0000014	0000052
0000015	0000016
0000015	0000020
0000015	0000024
0000015	0000029
0000015	0000042
0000015	0000077
0000015	0000085
0000016	0000021
0000016	0000031
0000016	0000039
0000016	0000063
0000016	0000068
0000016	0000084
0000017	0000020
0000017	0000028
0000017	0000034
0000017	0000051
0000018	0000034
0000018	0000039
0000018	0000052
0000018	0000098
0000018	0000099
0000019	0000029
0000019	0000087
0000020	0000023
0000020	0000029
0000020	0000032
0000020	0000036
0000020	0000047
0000021	0000034
0000021	0000043
0000022	0000035
0000022	0000038
0000022	0000043
0000022	0000075
0000023	0000029
0000023	0000032
0000023	0000041
0000023	0000049
0000023	0000063
0000023	0000098
0000024	0000072
0000025	0000026
0000026	0000029
0000026	0000031
0000026	0000036
0000026	0000066
0000026	0000073
0000026	0000093
0000027	0000030
0000027	0000042
0000027	0000050
0000027	0000055
0000028	0000031
0000028	0000049
0000028	0000057
0000028	0000100
0000029	0000037
0000029	0000041
0000029	0000044
0000029	0000047
0000029	0000054
0000030	0000036
0000030	0000070
0000031	0000032
0000031	0000075
0000031	0000077
0000031	0000079
0000031	0000084
0000031	0000090
0000033	0000050
0000033	0000053
0000034	0000041
0000034	0000054
0000034	0000096
0000035	0000036
0000035	0000050
0000035	0000066
0000035	0000070
0000036	0000055
0000036	0000066
0000036	0000084
0000037	0000045
0000037	0000084
0000038	0000055
0000038	0000064
0000038	0000070
0000038	0000081
0000039	0000085
0000041	0000089
0000042	0000073
0000042	0000080
0000042	0000084
0000043	0000048
0000044	0000054
0000044	0000060
0000044	0000073
0000044	0000078
0000045	0000048
0000045	0000052
0000045	0000081
0000045	0000096
0000047	0000069
0000047	0000083
0000047	0000088
0000048	0000061
0000049	0000063
0000049	0000074
0000050	0000062
0000050	0000079
0000051	0000052
0000051	0000058
0000051	0000070
0000053	0000056
0000054	0000064
0000054	0000076
0000054	0000081
0000054	0000097
0000055	0000086
0000056	0000064
0000058	0000085
0000059	0000090
0000062	0000068
0000064	0000065
0000064	0000070
0000065	0000090
0000068	0000080
0000069	0000074
0000069	0000082
0000069	0000096
0000071	0000083
0000071	0000086
0000072	0000083
0000073	0000083
0000073	0000086
0000074	0000076
0000077	0000079
0000079	0000099
0000080	0000091
0000081	0000092
0000082	0000093
0000084	0000089
0000085	0000091
0000086	0000095
0000087	0000095
0000091	0000094
