source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000007
0000001	0000025
0000001	0000030
0000001	0000038
0000001	0000071
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000015
0000002	0000027
0000002	0000045
0000002	0000053
0000002	0000061
0000002	0000083
0000003	0000004
0000003	0000006
0000003	0000012
0000003	0000042
0000003	0000061
0000003	0000062
0000004	0000014
0000004	0000080
0000004	0000089
0000004	0000090
0000005	0000006
0000005	0000007
0000005	0000010
0000005	0000034
0000005	0000035
0000005	0000040
0000005	0000041
0000006	0000008
0000006	0000011
0000006	0000012
0000006	0000013
0000007	0000008
0000007	0000017
0000007	0000031
0000007	0000046
0000007	0000068
0000007	0000091
0000008	0000009
0000008	0000028
0000008	0000029
0000009	0000011
0000009	0000016
0000009	0000026
0000009	0000056
0000009	0000069
0000009	0000078
0000010	0000031
0000010	0000032
0000011	0000023
0000011	0000031
0000011	0000046
0000012	0000015
0000012	0000017
0000012	0000018
0000012	0000019
0000012	0000020
0000012	0000043
0000013	0000022
0000013	0000035
0000013	0000055
0000014	0000097
0000016	0000019
0000016	0000024
0000016	0000034
0000016	0000091
0000016	0000099
0000017	0000059
0000017	0000073
0000018	0000019
0000018	0000021
0000018	0000022
0000018	0000025
0000018	0000029
0000018	0000061
0000019	0000023
0000019	0000025
0000019	0000031
0000019	0000032
0000019	0000045
0000019	0000047
0000020	0000048
0000020	0000054
0000020	0000063
0000021	0000041
0000021	0000049
0000021	0000057
0000021	0000059
0000021	0000061
0000021	0000066
0000021	0000077
0000022	0000029
0000022	0000047
0000022	0000050
0000022	0000093
0000023	0000025
0000023	0000034
0000023	0000064
0000023	0000066
0000023	0000072
0000024	0000036
0000024	0000079
0000024	0000087
0000025	0000083
0000026	0000033
0000026	0000040
0000026	0000041
0000026	0000072
0000027	0000030
0000027	0000038
0000027	0000049
0000027	0000051
0000028	0000054
0000028	0000067
0000028	0000077
0000029	0000032
0000029	0000033
0000029	0000037
0000029	0000097
0000030	0000033
0000030	0000088
0000031	0000037
0000031	0000070
0000032	0000034
0000032	0000062
0000032	0000071
0000032	0000084
0000033	0000044
0000033	0000074
0000034	0000050
0000034	0000091
0000035	0000040
0000035	0000076
0000036	0000038
0000036	0000095
0000037	0000048
0000037	0000060
0000038	0000039
0000038	0000052
0000038	0000085
0000039	0000091
0000040	0000042
0000040	0000088
0000041	0000061
0000042	0000045
0000042	0000066
0000043	0000044
0000043	0000065
0000043	0000095
0000045	0000046
0000045	0000058
0000045	0000061
0000045	0000081
0000045	0000082
0000046	0000093
0000047	0000074
0000049	0000052
0000050	0000061
0000052	0000082
0000053	0000063
0000053	0000070
0000053	0000082
0000053	0000094
0000054	0000100
0000056	0000081
0000058	0000086
0000059	0000060
0000061	0000062
0000061	0000090
0000062	0000078
0000063	0000067
0000063	0000076
0000065	0000071
0000065	0000082
0000065	0000099
0000066	0000072
0000066	0000075
0000067	0000096
0000068	0000084
0000070	0000074
0000070	0000098
0000071	0000080
0000072	0000075
0000074	0000076
0000074	0000082
0000074	0000092
0000075	0000094
0000076	0000081
0000080	0000090
0000083	0000089
0000084	0000096
0000089	0000094
