source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000006
0000001	0000011
0000001	0000017
0000001	0000019
0000001	0000042
0000001	0000075
0000002	0000003
0000002	0000005
0000002	0000007
0000002	0000008
0000002	0000010
0000002	0000012
0000002	0000040
0000002	0000058
0000003	0000014
0000003	0000015
0000003	0000019
0000003	0000043
0000004	0000023
0000004	0000054
0000004	0000097
0000005	0000025
0000005	0000070
0000006	0000021
0000006	0000033
0000006	0000059
0000006	0000066
0000007	0000008
0000007	0000012
0000007	0000041
0000007	0000063
0000007	0000084
0000008	0000009
0000008	0000026
0000008	0000027
0000008	0000031
0000008	0000039
0000009	0000013
0000009	0000038
0000009	0000040
0000011	0000013
0000011	0000024
0000011	0000090
0000012	0000022
0000012	0000062
0000013	0000016
0000013	0000068
0000013	0000083
0000014	0000034
0000014	0000044
0000014	0000049
0000014	0000061
0000015	0000047
0000016	0000077
0000017	0000018
0000017	0000076
0000018	0000022
0000018	0000056
0000018	0000079
0000019	0000020
0000019	0000030
0000019	0000036
0000020	0000035
0000020	0000040
0000021	0000028
0000022	0000046
0000023	0000073
0000023	0000085
0000024	0000027
0000025	0000048
0000026	0000029
0000026	0000046
0000027	0000065
0000028	0000049
0000028	0000080
0000029	0000059
0000029	0000067
0000030	0000032
0000030	0000055
0000032	0000053
0000032	0000056
0000033	0000082
0000034	0000037
0000035	0000052
0000037	0000057
0000037	0000069
0000039	0000045
0000040	0000071
0000044	0000089
0000045	0000050
0000045	0000090
0000046	0000087
0000047	0000069
0000047	0000098
0000047	0000099
0000048	0000059
0000049	0000095
0000050	0000051
0000050	0000072
0000051	0000065
0000052	0000094
0000052	0000096
0000053	0000064
0000053	0000069
0000053	0000081
0000054	0000079
0000056	0000074
0000057	0000088
0000058	0000060
0000059	0000100
0000060	0000068
0000060	0000078
0000060	0000083
0000062	0000064
0000062	0000089
0000065	0000085
0000065	0000093
0000070	0000091
0000072	0000092
0000079	0000086
0000082	0000099
0000092	0000095
