source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000010
0000001	0000011
0000001	0000013
0000001	0000016
0000001	0000019
0000001	0000020
0000001	0000021
0000001	0000022
0000001	0000027
0000001	0000029
0000001	0000059
0000001	0000066
0000001	0000072
0000001	0000078
0000001	0000082
0000001	0000097
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000007
0000002	0000008
0000002	0000009
0000002	0000010
0000002	0000013
0000002	0000017
0000002	0000020
0000002	0000026
0000002	0000027
0000002	0000029
0000002	0000033
0000002	0000037
0000002	0000041
0000002	0000053
0000002	0000056
0000002	0000066
0000002	0000067
0000002	0000069
0000002	0000075
0000003	0000005
0000003	0000006
0000003	0000008
0000003	0000009
0000003	0000012
0000003	0000015
0000003	0000017
0000003	0000018
0000003	0000020
0000003	0000021
0000003	0000032
0000003	0000038
0000003	0000042
0000003	0000047
0000003	0000074
0000003	0000094
0000004	0000005
0000004	0000008
0000004	0000009
0000004	0000010
0000004	0000011
0000004	0000013
0000004	0000016
0000004	0000017
0000004	0000019
0000004	0000020
0000004	0000025
0000004	0000028
0000004	0000039
0000004	0000043
0000004	0000054
0000004	0000074
0000004	0000076
0000004	0000082
0000004	0000083
0000004	0000090
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000011
0000005	0000013
0000005	0000026
0000005	0000029
0000005	0000032
0000005	0000051
0000005	0000053
0000005	0000057
0000005	0000058
0000005	0000059
0000005	0000096
0000006	0000008
0000006	0000011
0000006	0000017
0000006	0000021
0000006	0000028
0000006	0000030
0000006	0000032
0000006	0000033
0000006	0000040
0000006	0000058
0000006	0000068
0000006	0000072
0000006	0000080
0000007	0000008
0000007	0000009
0000007	0000011
0000007	0000012
0000007	0000018
0000007	0000024
0000007	0000027
0000007	0000033
0000007	0000035
0000007	0000036
0000007	0000041
0000007	0000050
0000007	0000055
0000007	0000085
0000008	0000009
0000008	0000010
0000008	0000011
0000008	0000014
0000008	0000016
0000008	0000018
0000008	0000023
0000008	0000024
0000008	0000032
0000008	0000043
0000008	0000054
0000008	0000071
0000008	0000089
0000008	0000093
0000009	0000010
0000009	0000013
0000009	0000016
0000009	0000017
0000009	0000018
0000009	0000022
0000009	0000027
0000009	0000029
0000009	0000043
0000009	0000060
0000009	0000080
0000009	0000084
0000009	0000092
0000009	0000099
0000010	0000011
0000010	0000012
0000010	0000013
0000010	0000024
0000010	0000030
0000010	0000034
0000010	0000041
0000010	0000043
0000010	0000047
0000010	0000051
0000010	0000052
0000010	0000082
0000010	0000084
0000010	0000087
0000011	0000013
0000011	0000014
0000011	0000015
0000011	0000017
0000011	0000028
0000011	0000030
0000011	0000032
0000011	0000036
0000011	0000040
0000011	0000041
0000011	0000043
0000011	0000045
0000011	0000052
0000011	0000099
0000012	0000013
0000012	0000015
0000012	0000016
0000012	0000017
0000012	0000018
0000012	0000019
0000012	0000021
0000012	0000022
0000012	0000027
0000012	0000040
0000012	0000046
0000012	0000049
0000012	0000058
0000012	0000075
0000012	0000087
0000013	0000015
0000013	0000017
0000013	0000018
0000013	0000023
0000013	0000028
0000013	0000035
0000013	0000037
0000013	0000039
0000013	0000048
0000013	0000052
0000013	0000064
0000013	0000068
0000013	0000080
0000013	0000090
0000014	0000018
0000014	0000020
0000014	0000025
0000014	0000028
0000014	0000029
0000014	0000031
0000014	0000032
0000014	0000033
0000014	0000046
0000014	0000047
0000014	0000077
0000015	0000024
0000015	0000027
0000015	0000037
0000015	0000041
0000016	0000018
0000016	0000021
0000016	0000026
0000016	0000042
0000016	0000048
0000016	0000077
0000017	0000020
0000017	0000036
0000017	0000054
0000018	0000019
0000018	0000022
0000018	0000024
0000018	0000031
0000018	0000036
0000018	0000051
0000018	0000052
0000018	0000068
0000018	0000074
0000019	0000026
0000019	0000031
0000019	0000036
0000019	0000047
0000019	0000049
0000019	0000052
0000019	0000067
0000019	0000078
0000020	0000022
0000020	0000027
0000020	0000031
0000020	0000071
0000021	0000024
0000021	0000025
0000021	0000029
0000021	0000052
0000021	0000055
0000021	0000060
0000021	0000064
0000021	0000081
0000022	0000026
0000022	0000030
0000022	0000035
0000022	0000042
0000022	0000080
0000022	0000085
0000022	0000088
0000023	0000027
0000023	0000049
0000023	0000051
0000023	0000065
0000023	0000074
0000024	0000026
0000024	0000028
0000024	0000030
0000024	0000037
0000024	0000065
