source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000010
0000001	0000015
0000001	0000017
0000001	0000021
0000001	0000031
0000001	0000036
0000001	0000061
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000012
0000002	0000014
0000002	0000036
0000002	0000042
0000002	0000065
0000002	0000069
0000002	0000070
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000013
0000003	0000015
0000003	0000016
0000003	0000017
0000003	0000018
0000003	0000022
0000003	0000030
0000003	0000031
0000003	0000037
0000003	0000052
0000003	0000073
0000004	0000006
0000004	0000007
0000004	0000008
0000004	0000010
0000004	0000017
0000004	0000027
0000004	0000030
0000004	0000047
0000004	0000059
0000004	0000064
0000005	0000021
0000005	0000024
0000005	0000026
0000005	0000040
0000005	0000051
0000005	0000081
0000006	0000008
0000006	0000009
0000006	0000017
0000006	0000033
0000006	0000050
0000006	0000068
0000007	0000008
0000007	0000019
0000007	0000025
0000007	0000040
0000007	0000049
0000007	0000053
0000007	0000096
0000008	0000017
0000008	0000041
0000008	0000051
0000009	0000011
0000009	0000013
0000009	0000019
0000009	0000030
0000009	0000039
0000009	0000045
0000009	0000096
0000010	0000021
0000010	0000043
0000010	0000057
0000010	0000069
0000010	0000078
0000010	0000084
0000010	0000092
0000011	0000014
0000011	0000016
0000011	0000056
0000011	0000063
0000012	0000025
0000012	0000027
0000012	0000037
0000012	0000058
0000012	0000065
0000012	0000088
0000013	0000017
0000013	0000046
0000013	0000076
0000014	0000031
0000014	0000055
0000015	0000020
0000015	0000039
0000015	0000059
0000016	0000074
0000016	0000076
0000016	0000095
0000017	0000045
0000017	0000053
0000017	0000083
0000017	0000090
0000018	0000019
0000018	0000026
0000018	0000041
0000018	0000052
0000018	0000064
0000019	0000023
0000019	0000028
0000019	0000034
0000019	0000036
0000019	0000041
0000019	0000057
0000019	0000077
0000019	0000096
0000020	0000035
0000020	0000041
0000020	0000056
0000021	0000022
0000021	0000032
0000021	0000036
0000021	0000053
0000021	0000064
0000021	0000070
0000021	0000071
0000022	0000023
0000022	0000027
0000022	0000035
0000022	0000036
0000022	0000048
0000022	0000059
0000023	0000024
0000023	0000033
0000023	0000045
0000023	0000066
0000023	0000079
0000024	0000059
0000025	0000034
0000025	0000056
0000025	0000067
0000025	0000080
0000027	0000033
0000027	0000037
0000027	0000062
0000028	0000029
0000028	0000037
0000028	0000038
0000028	0000073
0000028	0000085
0000029	0000034
0000029	0000043
0000029	0000072
0000030	0000035
0000030	0000056
0000030	0000061
0000031	0000054
0000031	0000056
0000031	0000057
0000032	0000049
0000032	0000054
0000032	0000063
0000032	0000064
0000032	0000098
0000033	0000036
0000033	0000039
0000033	0000060
0000034	0000036
0000034	0000040
0000034	0000045
0000034	0000050
0000034	0000080
0000034	0000097
0000035	0000071
0000035	0000077
0000036	0000049
0000036	0000055
0000037	0000059
0000037	0000060
0000039	0000044
0000039	0000047
0000039	0000049
0000039	0000080
0000040	0000043
0000040	0000047
0000040	0000058
0000040	0000061
0000040	0000063
0000040	0000081
0000041	0000068
0000041	0000075
0000041	0000079
0000042	0000066
0000043	0000078
0000043	0000080
0000044	0000084
0000044	0000092
0000045	0000048
0000045	0000076
0000045	0000091
0000046	0000047
0000046	0000088
0000047	0000052
0000047	0000067
0000048	0000051
0000048	0000085
0000049	0000056
0000049	0000074
0000051	0000069
0000051	0000092
0000052	0000069
0000052	0000078
0000053	0000087
0000053	0000091
0000054	0000080
0000055	0000094
0000055	0000099
0000057	0000067
0000057	0000094
0000058	0000061
0000058	0000067
0000058	0000083
0000058	0000086
0000059	0000083
0000059	0000095
0000059	0000098
0000060	0000065
0000060	0000068
0000060	0000072
0000060	0000082
0000064	0000087
0000065	0000081
0000068	0000090
0000069	0000091
0000070	0000083
0000070	0000093
0000074	0000082
0000074	0000090
0000074	0000097
0000075	0000080
0000076	0000090
0000078	0000096
0000079	0000099
0000080	0000089
0000081	0000091
0000083	0000084
0000087	0000098
0000088	0000096
0000090	0000100
0000091	0000092
0000094	0000097
