source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000009
0000001	0000010
0000001	0000012
0000001	0000014
0000001	0000015
0000001	0000016
0000001	0000023
0000001	0000024
0000001	0000042
0000001	0000050
0000001	0000052
0000001	0000057
0000001	0000072
0000002	0000003
0000002	0000005
0000002	0000006
0000002	0000008
0000002	0000010
0000002	0000020
0000002	0000026
0000002	0000031
0000002	0000032
0000002	0000035
0000002	0000036
0000002	0000042
0000002	0000048
0000002	0000057
0000002	0000062
0000002	0000064
0000002	0000080
0000003	0000004
0000003	0000006
0000003	0000010
0000003	0000012
0000003	0000016
0000003	0000019
0000003	0000021
0000003	0000022
0000003	0000025
0000003	0000044
0000003	0000079
0000003	0000097
0000004	0000006
0000004	0000010
0000004	0000015
0000004	0000016
0000004	0000024
0000004	0000025
0000004	0000026
0000004	0000032
0000004	0000045
0000004	0000051
0000004	0000068
0000004	0000076
0000004	0000077
0000004	0000086
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000009
0000005	0000011
0000005	0000012
0000005	0000014
0000005	0000016
0000005	0000017
0000005	0000020
0000005	0000022
0000005	0000024
0000005	0000027
0000005	0000029
0000005	0000031
0000005	0000035
0000005	0000049
0000005	0000057
0000005	0000077
0000005	0000083
0000006	0000009
0000006	0000010
0000006	0000012
0000006	0000021
0000006	0000043
0000006	0000064
0000006	0000071
0000006	0000078
0000006	0000094
0000007	0000008
0000007	0000009
0000007	0000012
0000007	0000013
0000007	0000017
0000007	0000019
0000007	0000045
0000007	0000049
0000007	0000074
0000007	0000090
0000008	0000012
0000008	0000013
0000008	0000018
0000008	0000021
0000008	0000038
0000008	0000044
0000008	0000062
0000008	0000072
0000008	0000092
0000009	0000011
0000009	0000013
0000009	0000021
0000009	0000023
0000009	0000024
0000009	0000026
0000009	0000037
0000009	0000059
0000009	0000066
0000009	0000070
0000010	0000011
0000010	0000024
0000010	0000025
0000010	0000027
0000010	0000034
0000010	0000038
0000010	0000045
0000010	0000046
0000010	0000068
0000010	0000070
0000010	0000088
0000011	0000012
0000011	0000013
0000011	0000015
0000011	0000016
0000011	0000017
0000011	0000020
0000011	0000022
0000011	0000048
0000011	0000049
0000011	0000070
0000011	0000093
0000012	0000041
0000012	0000057
0000012	0000077
0000012	0000082
0000013	0000014
0000013	0000029
0000013	0000030
0000013	0000045
0000013	0000063
0000013	0000076
0000013	0000090
0000014	0000015
0000014	0000019
0000014	0000020
0000014	0000022
0000014	0000025
0000014	0000030
0000014	0000034
0000014	0000080
0000014	0000083
0000014	0000090
0000015	0000016
0000015	0000020
0000015	0000022
0000015	0000028
0000015	0000034
0000015	0000042
0000015	0000044
0000015	0000061
0000015	0000073
0000015	0000076
0000015	0000100
0000016	0000017
0000016	0000041
0000016	0000042
0000016	0000050
0000016	0000064
0000016	0000081
0000016	0000098
0000017	0000018
0000017	0000021
0000017	0000022
0000017	0000028
0000017	0000031
0000017	0000034
0000017	0000050
0000017	0000067
0000018	0000028
0000018	0000042
0000018	0000044
0000018	0000050
0000018	0000068
0000018	0000077
0000018	0000086
0000019	0000022
0000019	0000026
0000019	0000031
0000019	0000041
0000019	0000042
0000019	0000044
0000019	0000046
0000019	0000047
0000019	0000078
0000020	0000026
0000020	0000030
0000020	0000037
0000020	0000042
0000020	0000061
0000020	0000068
0000021	0000025
0000021	0000027
0000021	0000031
0000021	0000046
0000021	0000060
0000021	0000077
0000022	0000033
0000022	0000035
0000022	0000042
0000022	0000054
0000022	0000072
0000022	0000074
0000023	0000047
0000023	0000056
0000023	0000065
0000023	0000069
0000023	0000075
0000023	0000082
0000023	0000084
0000023	0000085
0000023	0000097
0000024	0000037
0000024	0000058
0000024	0000063
0000024	0000089
0000024	0000091
0000025	0000029
0000025	0000030
0000025	0000035
0000025	0000057
0000025	0000070
0000026	0000028
0000026	0000046
0000026	0000049
0000026	0000065
0000026	0000068
0000027	0000031
0000027	0000045
0000027	0000053
0000027	0000070
0000027	0000084
0000028	0000032
0000028	0000039
0000028	0000053
0000028	0000055
0000028	0000061
0000029	0000059
0000029	0000070
0000030	0000053
0000030	0000061
0000031	0000045
0000031	0000063
0000032	0000049
0000032	0000062
0000032	0000063
0000033	0000038
0000033	0000048
0000033	0000061
0000033	0000073
0000033	0000080
0000033	0000096
0000034	0000036
0000034	0000045
0000034	0000076
0000034	0000082
0000035	0000038
0000035	0000040
0000035	0000052
0000035	0000061
0000035	0000078
