source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000010
0000001	0000012
0000001	0000014
0000001	0000027
0000001	0000031
0000001	0000046
0000001	0000050
0000001	0000058
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000008
0000002	0000009
0000002	0000012
0000002	0000013
0000002	0000015
0000002	0000016
0000002	0000019
0000002	0000021
0000002	0000025
0000002	0000028
0000002	0000031
0000002	0000033
0000002	0000039
0000002	0000040
0000002	0000041
0000002	0000051
0000002	0000064
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000008
0000003	0000009
0000003	0000010
0000003	0000014
0000003	0000015
0000003	0000018
0000003	0000022
0000003	0000042
0000003	0000043
0000003	0000051
0000003	0000058
0000004	0000005
0000004	0000006
0000004	0000007
0000004	0000008
0000004	0000009
0000004	0000011
0000004	0000013
0000004	0000015
0000004	0000024
0000004	0000029
0000004	0000039
0000004	0000056
0000004	0000058
0000004	0000071
0000004	0000094
0000004	0000096
0000005	0000006
0000005	0000007
0000005	0000008
0000005	0000009
0000005	0000010
0000005	0000015
0000005	0000016
0000005	0000018
0000005	0000021
0000005	0000022
0000005	0000023
0000005	0000024
0000005	0000029
0000005	0000039
0000005	0000045
0000005	0000053
0000005	0000057
0000005	0000085
0000006	0000007
0000006	0000008
0000006	0000009
0000006	0000012
0000006	0000013
0000006	0000014
0000006	0000018
0000006	0000019
0000006	0000021
0000006	0000025
0000006	0000030
0000006	0000045
0000006	0000084
0000006	0000091
0000007	0000008
0000007	0000009
0000007	0000011
0000007	0000013
0000007	0000014
0000007	0000015
0000007	0000023
0000007	0000030
0000007	0000035
0000007	0000043
0000007	0000046
0000007	0000051
0000007	0000096
0000008	0000009
0000008	0000012
0000008	0000017
0000008	0000021
0000008	0000025
0000008	0000026
0000008	0000032
0000008	0000034
0000008	0000040
0000008	0000063
0000009	0000010
0000009	0000019
0000009	0000021
0000009	0000027
0000009	0000028
0000009	0000029
0000009	0000032
0000009	0000039
0000009	0000051
0000009	0000075
0000009	0000076
0000010	0000012
0000010	0000014
0000010	0000015
0000010	0000017
0000010	0000018
0000010	0000021
0000010	0000029
0000010	0000030
0000010	0000031
0000010	0000035
0000010	0000041
0000010	0000044
0000010	0000076
0000010	0000093
0000010	0000098
0000011	0000016
0000011	0000017
0000011	0000019
0000011	0000023
0000011	0000024
0000011	0000028
0000011	0000029
0000011	0000030
0000011	0000051
0000011	0000088
0000011	0000089
0000011	0000096
0000011	0000100
0000012	0000015
0000012	0000016
0000012	0000022
0000012	0000027
0000012	0000029
0000012	0000039
0000012	0000044
0000012	0000079
0000012	0000080
0000012	0000094
0000012	0000098
0000013	0000018
0000013	0000022
0000013	0000036
0000013	0000061
0000013	0000064
0000013	0000079
0000013	0000085
0000013	0000088
0000013	0000090
0000013	0000093
0000014	0000015
0000014	0000016
0000014	0000018
0000014	0000019
0000014	0000020
0000014	0000025
0000014	0000030
0000014	0000031
0000014	0000056
0000014	0000059
0000015	0000018
0000015	0000020
0000015	0000021
0000015	0000029
0000015	0000030
0000015	0000033
0000015	0000041
0000015	0000058
0000015	0000072
0000016	0000018
0000016	0000023
0000016	0000026
0000016	0000027
0000016	0000033
0000016	0000057
0000016	0000069
0000016	0000098
0000017	0000020
0000017	0000036
0000017	0000037
0000017	0000041
0000017	0000073
0000018	0000022
0000018	0000024
0000018	0000039
0000018	0000069
0000018	0000078
0000018	0000079
0000019	0000047
0000019	0000051
0000019	0000070
0000019	0000076
0000019	0000081
0000019	0000085
0000019	0000096
0000020	0000021
0000020	0000022
0000020	0000026
0000020	0000036
0000020	0000037
0000020	0000038
0000020	0000057
0000020	0000066
0000021	0000027
0000021	0000028
0000021	0000044
0000021	0000055
0000021	0000094
0000022	0000026
0000022	0000028
0000022	0000031
0000022	0000032
0000022	0000047
0000022	0000053
0000022	0000055
0000022	0000069
0000022	0000081
0000022	0000096
0000023	0000025
0000023	0000029
0000023	0000030
0000023	0000044
0000023	0000076
0000023	0000077
0000023	0000082
0000024	0000025
0000024	0000026
0000024	0000027
0000024	0000031
0000024	0000034
0000024	0000044
0000024	0000071
0000025	0000033
0000025	0000039
0000025	0000040
0000025	0000041
0000025	0000043
0000025	0000044
0000025	0000052
0000025	0000061
0000025	0000064
0000025	0000093
0000026	0000029
0000026	0000055
0000026	0000080
0000026	0000084
