source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000008
0000001	0000009
0000001	0000011
0000001	0000014
0000001	0000029
0000001	0000055
0000002	0000003
0000002	0000005
0000002	0000008
0000002	0000010
0000002	0000014
0000002	0000016
0000002	0000030
0000003	0000008
0000003	0000012
0000003	0000014
0000004	0000013
0000004	0000017
0000004	0000023
0000004	0000033
0000004	0000088
0000005	0000006
0000005	0000009
0000005	0000020
0000005	0000047
0000005	0000051
0000006	0000007
0000006	0000010
0000006	0000027
0000006	0000054
0000006	0000084
0000006	0000095
0000007	0000015
0000007	0000087
0000008	0000011
0000008	0000014
0000008	0000021
0000008	0000032
0000008	0000045
0000008	0000061
0000009	0000026
0000010	0000011
0000010	0000036
0000010	0000044
0000011	0000020
0000011	0000021
0000011	0000023
0000011	0000024
0000011	0000038
0000012	0000018
0000012	0000037
0000012	0000052
0000012	0000074
0000013	0000032
0000013	0000043
0000013	0000085
0000014	0000018
0000014	0000022
0000014	0000036
0000015	0000028
0000015	0000038
0000015	0000047
0000016	0000019
0000016	0000036
0000016	0000076
0000017	0000025
0000017	0000041
0000017	0000069
0000017	0000100
0000018	0000029
0000018	0000035
0000018	0000064
0000018	0000065
0000018	0000083
0000019	0000036
0000019	0000073
0000019	0000098
0000020	0000036
0000020	0000039
0000020	0000056
0000021	0000057
0000021	0000066
0000021	0000079
0000022	0000042
0000022	0000063
0000022	0000095
0000023	0000039
0000023	0000050
0000023	0000058
0000025	0000034
0000025	0000080
0000026	0000031
0000026	0000045
0000027	0000031
0000027	0000040
0000027	0000063
0000029	0000094
0000030	0000060
0000030	0000068
0000031	0000093
0000032	0000045
0000032	0000055
0000032	0000077
0000033	0000057
0000033	0000066
0000034	0000058
0000034	0000066
0000035	0000053
0000035	0000057
0000035	0000073
0000035	0000086
0000036	0000051
0000036	0000062
0000038	0000072
0000039	0000082
0000040	0000075
0000041	0000046
0000041	0000048
0000041	0000065
0000044	0000056
0000046	0000063
0000046	0000081
0000047	0000049
0000048	0000064
0000049	0000059
0000049	0000071
0000050	0000056
0000052	0000091
0000054	0000092
0000056	0000067
0000057	0000060
0000057	0000062
0000058	0000078
0000059	0000070
0000059	0000099
0000062	0000079
0000064	0000093
0000066	0000096
0000073	0000078
0000074	0000089
0000075	0000083
0000079	0000097
0000081	0000086
0000081	0000090
0000084	0000100
0000088	0000090
