source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000009
0000001	0000010
0000001	0000021
0000001	0000024
0000001	0000026
0000001	0000031
0000001	0000062
0000001	0000067
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000006
0000002	0000007
0000002	0000008
0000002	0000010
0000002	0000017
0000002	0000032
0000002	0000035
0000002	0000041
0000002	0000057
0000002	0000078
0000003	0000004
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000009
0000003	0000010
0000003	0000016
0000003	0000034
0000003	0000041
0000003	0000097
0000004	0000009
0000004	0000012
0000004	0000020
0000004	0000026
0000004	0000027
0000004	0000037
0000004	0000045
0000004	0000061
0000005	0000007
0000005	0000008
0000005	0000009
0000005	0000011
0000005	0000018
0000005	0000020
0000005	0000091
0000006	0000009
0000006	0000011
0000006	0000012
0000006	0000013
0000006	0000014
0000006	0000021
0000006	0000026
0000006	0000031
0000006	0000034
0000007	0000008
0000007	0000011
0000007	0000012
0000007	0000016
0000007	0000026
0000007	0000038
0000007	0000062
0000007	0000065
0000007	0000068
0000007	0000086
0000008	0000009
0000008	0000011
0000008	0000012
0000008	0000013
0000008	0000021
0000008	0000028
0000008	0000032
0000008	0000046
0000008	0000058
0000008	0000096
0000009	0000014
0000009	0000015
0000009	0000076
0000010	0000011
0000010	0000015
0000010	0000019
0000010	0000037
0000010	0000047
0000010	0000099
0000011	0000030
0000011	0000031
0000011	0000034
0000011	0000051
0000012	0000025
0000012	0000050
0000012	0000056
0000013	0000017
0000013	0000022
0000013	0000023
0000013	0000025
0000013	0000027
0000013	0000033
0000013	0000075
0000013	0000083
0000014	0000016
0000014	0000017
0000014	0000022
0000014	0000028
0000014	0000060
0000014	0000063
0000014	0000081
0000015	0000056
0000015	0000070
0000015	0000082
0000015	0000085
0000015	0000092
0000016	0000017
0000016	0000042
0000016	0000043
0000016	0000056
0000016	0000085
0000016	0000095
0000017	0000019
0000017	0000023
0000017	0000032
0000017	0000041
0000017	0000046
0000017	0000092
0000018	0000020
0000018	0000026
0000018	0000027
0000018	0000029
0000018	0000051
0000018	0000069
0000018	0000080
0000019	0000023
0000019	0000024
0000019	0000034
0000019	0000045
0000020	0000030
0000020	0000035
0000020	0000048
0000020	0000064
0000020	0000094
0000021	0000024
0000021	0000033
0000021	0000034
0000021	0000089
0000022	0000033
0000022	0000036
0000022	0000039
0000022	0000067
0000022	0000072
0000023	0000024
0000023	0000031
0000023	0000042
0000023	0000052
0000023	0000061
0000023	0000090
0000024	0000035
0000024	0000041
0000024	0000058
0000024	0000070
0000025	0000036
0000025	0000041
0000025	0000043
0000025	0000059
0000025	0000079
0000026	0000028
0000026	0000031
0000026	0000038
0000026	0000057
0000026	0000066
0000026	0000077
0000026	0000079
0000026	0000086
0000026	0000088
0000027	0000048
0000027	0000068
0000027	0000070
0000027	0000088
0000028	0000042
0000028	0000059
0000028	0000060
0000028	0000068
0000028	0000071
0000028	0000089
0000028	0000093
0000029	0000035
0000029	0000044
0000030	0000031
0000030	0000053
0000030	0000054
0000030	0000072
0000032	0000037
0000032	0000046
0000032	0000049
0000032	0000051
0000032	0000055
0000034	0000039
0000034	0000055
0000034	0000075
0000035	0000039
0000035	0000043
0000035	0000048
0000035	0000053
0000035	0000054
0000035	0000077
0000035	0000079
0000036	0000046
0000036	0000047
0000036	0000085
0000036	0000086
0000037	0000040
0000037	0000087
0000039	0000057
0000040	0000052
0000040	0000096
0000041	0000088
0000042	0000048
0000042	0000066
0000042	0000069
0000042	0000083
0000043	0000073
0000044	0000078
0000045	0000065
0000046	0000056
0000046	0000057
0000046	0000060
0000046	0000066
0000047	0000080
0000048	0000050
0000048	0000087
0000049	0000070
0000049	0000086
0000049	0000088
0000050	0000054
0000050	0000089
0000050	0000096
0000051	0000063
0000051	0000083
0000052	0000053
0000052	0000070
0000052	0000084
0000052	0000098
0000053	0000092
0000054	0000075
0000054	0000076
0000054	0000089
0000055	0000060
0000055	0000099
0000057	0000069
0000057	0000076
0000058	0000100
0000059	0000074
0000060	0000067
0000062	0000066
0000063	0000074
0000063	0000095
0000066	0000072
0000066	0000088
0000066	0000091
0000068	0000086
0000068	0000092
0000069	0000095
0000072	0000077
0000072	0000083
0000074	0000080
0000075	0000093
0000076	0000079
0000079	0000094
0000079	0000097
0000083	0000085
0000084	0000099
0000086	0000100
