source	target
0000001	0000002
0000001	0000009
0000001	0000010
0000001	0000013
0000001	0000019
0000001	0000020
0000001	0000092
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000026
0000002	0000037
0000002	0000044
0000002	0000074
0000003	0000005
0000003	0000007
0000003	0000009
0000003	0000010
0000003	0000078
0000004	0000006
0000004	0000008
0000004	0000011
0000004	0000012
0000004	0000022
0000004	0000025
0000004	0000027
0000004	0000031
0000004	0000040
0000004	0000047
0000004	0000097
0000005	0000011
0000005	0000020
0000005	0000042
0000006	0000008
0000006	0000017
0000006	0000024
0000006	0000060
0000007	0000010
0000007	0000012
0000007	0000014
0000007	0000022
0000007	0000024
0000007	0000084
0000008	0000020
0000008	0000039
0000008	0000045
0000008	0000082
0000009	0000026
0000009	0000029
0000009	0000043
0000009	0000052
0000010	0000014
0000010	0000017
0000010	0000018
0000010	0000028
0000010	0000033
0000010	0000054
0000011	0000013
0000011	0000032
0000011	0000055
0000011	0000099
0000013	0000015
0000013	0000016
0000013	0000018
0000013	0000035
0000013	0000057
0000014	0000015
0000014	0000021
0000014	0000036
0000014	0000044
0000014	0000089
0000015	0000053
0000016	0000017
0000016	0000024
0000016	0000027
0000016	0000049
0000016	0000053
0000016	0000083
0000017	0000027
0000017	0000031
0000017	0000067
0000018	0000019
0000019	0000021
0000019	0000025
0000019	0000030
0000019	0000038
0000019	0000042
0000019	0000061
0000020	0000022
0000020	0000023
0000021	0000061
0000021	0000087
0000022	0000026
0000022	0000032
0000022	0000041
0000022	0000062
0000022	0000065
0000022	0000073
0000023	0000030
0000023	0000032
0000023	0000045
0000023	0000059
0000024	0000034
0000024	0000077
0000024	0000082
0000024	0000100
0000025	0000044
0000025	0000090
0000026	0000063
0000027	0000030
0000027	0000049
0000027	0000050
0000027	0000053
0000028	0000041
0000028	0000049
0000029	0000044
0000029	0000096
0000030	0000035
0000030	0000045
0000030	0000075
0000032	0000063
0000032	0000073
0000034	0000036
0000034	0000059
0000034	0000068
0000035	0000060
0000036	0000037
0000036	0000040
0000037	0000048
0000039	0000051
0000041	0000043
0000041	0000046
0000041	0000048
0000042	0000072
0000043	0000080
0000044	0000060
0000044	0000072
0000046	0000050
0000046	0000051
0000046	0000052
0000047	0000061
0000048	0000052
0000049	0000089
0000049	0000091
0000050	0000088
0000050	0000093
0000051	0000058
0000051	0000079
0000053	0000056
0000053	0000097
0000055	0000089
0000056	0000064
0000056	0000066
0000056	0000070
0000057	0000071
0000057	0000095
0000058	0000065
0000058	0000071
0000059	0000070
0000061	0000086
0000061	0000100
0000063	0000075
0000064	0000069
0000064	0000070
0000064	0000098
0000065	0000066
0000065	0000085
0000067	0000080
0000072	0000084
0000072	0000089
0000072	0000096
0000074	0000076
0000077	0000078
0000078	0000081
0000082	0000099
0000084	0000086
0000085	0000095
0000089	0000094
0000092	0000098
