source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000009
0000001	0000011
0000001	0000014
0000001	0000016
0000001	0000021
0000001	0000035
0000001	0000038
0000001	0000042
0000001	0000060
0000001	0000067
0000002	0000003
0000002	0000004
0000002	0000007
0000002	0000010
0000002	0000013
0000002	0000014
0000002	0000026
0000002	0000030
0000002	0000059
0000002	0000088
0000003	0000005
0000003	0000006
0000003	0000007
0000003	0000016
0000003	0000018
0000003	0000028
0000003	0000029
0000003	0000030
0000003	0000032
0000003	0000042
0000003	0000047
0000003	0000048
0000004	0000005
0000004	0000009
0000004	0000010
0000004	0000011
0000004	0000014
0000004	0000015
0000004	0000019
0000004	0000028
0000004	0000085
0000004	0000088
0000005	0000006
0000005	0000009
0000005	0000010
0000005	0000019
0000005	0000022
0000005	0000028
0000005	0000043
0000005	0000049
0000005	0000050
0000005	0000060
0000005	0000062
0000005	0000067
0000005	0000074
0000005	0000100
0000006	0000009
0000006	0000010
0000006	0000011
0000006	0000014
0000006	0000041
0000007	0000008
0000007	0000009
0000007	0000011
0000007	0000012
0000007	0000013
0000007	0000019
0000007	0000042
0000007	0000052
0000007	0000066
0000007	0000082
0000007	0000097
0000008	0000009
0000008	0000014
0000008	0000018
0000008	0000019
0000008	0000020
0000008	0000031
0000008	0000036
0000008	0000051
0000008	0000076
0000009	0000010
0000009	0000013
0000009	0000014
0000009	0000016
0000009	0000017
0000009	0000019
0000009	0000021
0000009	0000027
0000009	0000031
0000009	0000058
0000009	0000065
0000009	0000090
0000009	0000097
0000010	0000020
0000010	0000022
0000010	0000042
0000010	0000047
0000010	0000059
0000010	0000065
0000010	0000070
0000010	0000083
0000010	0000088
0000011	0000019
0000011	0000020
0000011	0000024
0000011	0000034
0000011	0000041
0000011	0000042
0000011	0000055
0000011	0000065
0000011	0000073
0000011	0000097
0000012	0000015
0000012	0000020
0000012	0000027
0000013	0000014
0000013	0000019
0000013	0000020
0000013	0000027
0000013	0000054
0000013	0000068
0000013	0000076
0000014	0000015
0000014	0000019
0000014	0000021
0000014	0000045
0000014	0000056
0000015	0000017
0000015	0000018
0000015	0000023
0000015	0000026
0000015	0000054
0000015	0000079
0000015	0000082
0000016	0000017
0000016	0000026
0000016	0000032
0000016	0000036
0000016	0000039
0000016	0000052
0000016	0000065
0000017	0000031
0000017	0000033
0000017	0000036
0000017	0000037
0000017	0000041
0000017	0000060
0000018	0000029
0000018	0000034
0000018	0000038
0000018	0000039
0000018	0000045
0000018	0000049
0000018	0000053
0000018	0000087
0000018	0000089
0000019	0000020
0000019	0000050
0000020	0000077
0000020	0000079
0000021	0000026
0000021	0000043
0000021	0000064
0000021	0000069
0000022	0000025
0000022	0000032
0000022	0000036
0000022	0000080
0000023	0000024
0000023	0000058
0000023	0000067
0000023	0000072
0000023	0000074
0000024	0000026
0000024	0000029
0000024	0000043
0000024	0000063
0000024	0000075
0000025	0000031
0000025	0000033
0000025	0000037
0000025	0000049
0000025	0000052
0000025	0000065
0000026	0000030
0000026	0000032
0000026	0000041
0000026	0000065
0000026	0000073
0000027	0000060
0000027	0000066
0000028	0000032
0000028	0000035
0000028	0000041
0000028	0000045
0000028	0000048
0000028	0000068
0000028	0000078
0000029	0000059
0000029	0000084
0000029	0000090
0000029	0000096
0000030	0000036
0000030	0000073
0000030	0000075
0000031	0000051
0000031	0000090
0000032	0000035
0000032	0000040
0000032	0000044
0000033	0000036
0000033	0000040
0000033	0000065
0000033	0000074
0000033	0000100
0000034	0000038
0000034	0000045
0000034	0000053
0000034	0000057
0000034	0000098
0000035	0000041
0000035	0000083
0000035	0000084
0000035	0000090
0000036	0000038
0000036	0000051
0000036	0000061
0000037	0000046
0000037	0000047
0000039	0000041
0000039	0000051
0000039	0000079
0000040	0000050
0000040	0000052
0000040	0000053
0000040	0000062
0000040	0000067
0000040	0000089
0000040	0000090
0000041	0000046
0000041	0000063
0000041	0000070
0000041	0000096
0000042	0000061
0000043	0000051
0000043	0000053
0000043	0000070
0000043	0000090
0000044	0000048
0000045	0000051
0000045	0000070
0000045	0000081
0000046	0000050
0000046	0000058
0000046	0000063
0000046	0000075
0000046	0000098
0000047	0000064
0000047	0000085
0000047	0000086
0000047	0000088
0000048	0000049
0000048	0000061
0000049	0000050
0000049	0000054
0000049	0000056
0000049	0000069
0000050	0000064
0000050	0000088
0000052	0000053
0000052	0000054
0000052	0000067
0000052	0000070
0000053	0000056
0000053	0000072
0000054	0000062
0000054	0000099
0000055	0000075
0000055	0000076
0000055	0000081
0000056	0000069
0000057	0000076
0000057	0000082
0000057	0000086
0000057	0000089
0000057	0000090
0000058	0000069
0000058	0000088
0000059	0000060
0000059	0000068
0000059	0000071
0000059	0000074
0000059	0000084
0000060	0000073
0000060	0000079
0000061	0000068
0000062	0000078
0000062	0000089
0000062	0000096
0000063	0000071
0000063	0000076
0000063	0000077
0000065	0000068
0000066	0000080
0000066	0000083
0000066	0000089
0000066	0000093
0000067	0000079
0000067	0000089
0000068	0000075
0000070	0000082
0000070	0000093
0000070	0000098
0000070	0000100
0000072	0000092
0000073	0000075
0000073	0000094
0000073	0000096
0000074	0000077
0000075	0000078
0000076	0000094
0000077	0000095
0000078	0000079
0000078	0000091
0000078	0000095
0000078	0000099
0000079	0000088
0000080	0000088
0000080	0000095
0000089	0000091
0000093	0000097
