source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000009
0000001	0000010
0000001	0000013
0000001	0000014
0000001	0000025
0000001	0000036
0000001	0000037
0000002	0000003
0000002	0000006
0000002	0000008
0000002	0000017
0000002	0000078
0000003	0000004
0000003	0000007
0000003	0000008
0000003	0000016
0000003	0000019
0000003	0000022
0000003	0000024
0000003	0000051
0000003	0000052
0000003	0000065
0000004	0000007
0000004	0000017
0000004	0000021
0000004	0000026
0000004	0000027
0000004	0000075
0000004	0000088
0000005	0000011
0000005	0000012
0000005	0000028
0000005	0000045
0000005	0000047
0000005	0000050
0000005	0000068
0000005	0000086
0000005	0000094
0000006	0000011
0000006	0000030
0000006	0000037
0000006	0000050
0000006	0000066
0000006	0000082
0000007	0000022
0000007	0000044
0000007	0000064
0000007	0000073
0000007	0000081
0000007	0000096
0000008	0000009
0000008	0000020
0000008	0000028
0000008	0000036
0000008	0000042
0000008	0000048
0000008	0000063
0000008	0000090
0000009	0000011
0000009	0000015
0000009	0000035
0000009	0000075
0000009	0000097
0000010	0000021
0000010	0000027
0000010	0000053
0000011	0000012
0000011	0000016
0000011	0000034
0000011	0000043
0000011	0000061
0000011	0000085
0000012	0000058
0000012	0000069
0000012	0000082
0000012	0000090
0000013	0000059
0000014	0000018
0000014	0000025
0000014	0000041
0000014	0000042
0000014	0000043
0000014	0000059
0000014	0000073
0000015	0000018
0000015	0000020
0000015	0000039
0000015	0000042
0000016	0000018
0000016	0000031
0000016	0000033
0000016	0000036
0000016	0000037
0000016	0000088
0000017	0000037
0000017	0000042
0000017	0000046
0000017	0000048
0000017	0000072
0000018	0000023
0000018	0000030
0000018	0000037
0000018	0000044
0000018	0000047
0000018	0000057
0000018	0000075
0000018	0000080
0000019	0000037
0000019	0000045
0000019	0000055
0000019	0000066
0000019	0000071
0000020	0000030
0000020	0000034
0000020	0000038
0000020	0000051
0000020	0000060
0000021	0000029
0000021	0000037
0000021	0000039
0000022	0000031
0000022	0000096
0000023	0000024
0000023	0000077
0000024	0000030
0000025	0000050
0000025	0000062
0000025	0000088
0000026	0000058
0000026	0000064
0000026	0000080
0000027	0000032
0000027	0000038
0000027	0000040
0000027	0000046
0000027	0000065
0000027	0000067
0000027	0000073
0000027	0000075
0000027	0000098
0000028	0000041
0000028	0000048
0000028	0000062
0000028	0000083
0000029	0000057
0000029	0000095
0000029	0000099
0000031	0000046
0000031	0000066
0000031	0000085
0000031	0000089
0000032	0000087
0000033	0000047
0000033	0000072
0000034	0000059
0000034	0000063
0000034	0000071
0000035	0000071
0000035	0000074
0000035	0000076
0000036	0000061
0000037	0000064
0000037	0000094
0000038	0000050
0000038	0000058
0000038	0000067
0000039	0000041
0000039	0000048
0000039	0000056
0000039	0000082
0000040	0000078
0000041	0000092
0000043	0000044
0000043	0000097
0000044	0000052
0000044	0000057
0000044	0000058
0000044	0000061
0000044	0000086
0000044	0000090
0000044	0000092
0000044	0000097
0000045	0000055
0000046	0000065
0000046	0000099
0000047	0000049
0000047	0000081
0000048	0000054
0000048	0000074
0000048	0000088
0000049	0000056
0000049	0000060
0000050	0000059
0000050	0000067
0000050	0000073
0000050	0000074
0000051	0000052
0000051	0000066
0000051	0000084
0000051	0000086
0000052	0000092
0000053	0000074
0000054	0000073
0000055	0000062
0000055	0000087
0000056	0000067
0000060	0000064
0000061	0000091
0000062	0000071
0000065	0000070
0000068	0000070
0000068	0000087
0000068	0000089
0000070	0000079
0000072	0000079
0000072	0000084
0000073	0000079
0000075	0000076
0000078	0000088
0000079	0000089
0000082	0000091
0000083	0000095
0000092	0000093
0000097	0000100
