source	target
0000001	0000002
0000001	0000003
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000010
0000001	0000013
0000001	0000015
0000001	0000022
0000001	0000023
0000001	0000031
0000001	0000044
0000002	0000003
0000002	0000004
0000002	0000006
0000002	0000007
0000002	0000024
0000002	0000027
0000003	0000010
0000003	0000014
0000003	0000015
0000003	0000017
0000003	0000021
0000003	0000038
0000003	0000051
0000003	0000063
0000003	0000089
0000004	0000010
0000004	0000012
0000004	0000016
0000004	0000024
0000004	0000037
0000004	0000041
0000004	0000051
0000004	0000055
0000004	0000079
0000005	0000012
0000005	0000017
0000005	0000019
0000005	0000092
0000006	0000010
0000006	0000011
0000006	0000012
0000006	0000013
0000006	0000030
0000006	0000046
0000006	0000097
0000007	0000008
0000007	0000010
0000007	0000014
0000007	0000025
0000007	0000033
0000007	0000038
0000007	0000055
0000007	0000057
0000007	0000069
0000007	0000075
0000008	0000009
0000008	0000012
0000008	0000017
0000008	0000018
0000008	0000032
0000008	0000034
0000008	0000040
0000008	0000049
0000009	0000013
0000009	0000014
0000009	0000022
0000009	0000036
0000009	0000037
0000010	0000012
0000010	0000015
0000010	0000016
0000010	0000018
0000010	0000031
0000010	0000034
0000010	0000035
0000010	0000044
0000011	0000015
0000011	0000018
0000011	0000026
0000011	0000028
0000011	0000042
0000011	0000058
0000011	0000068
0000011	0000081
0000012	0000033
0000012	0000090
0000012	0000097
0000013	0000041
0000013	0000045
0000013	0000063
0000013	0000076
0000013	0000094
0000014	0000016
0000014	0000019
0000014	0000026
0000014	0000034
0000014	0000062
0000014	0000063
0000014	0000071
0000014	0000091
0000015	0000019
0000015	0000020
0000015	0000030
0000015	0000036
0000015	0000049
0000016	0000018
0000016	0000021
0000016	0000025
0000016	0000035
0000016	0000084
0000017	0000018
0000017	0000034
0000017	0000036
0000017	0000042
0000017	0000049
0000017	0000058
0000017	0000069
0000017	0000087
0000018	0000024
0000018	0000025
0000018	0000035
0000018	0000036
0000018	0000057
0000018	0000078
0000019	0000021
0000019	0000031
0000019	0000050
0000020	0000023
0000020	0000029
0000020	0000063
0000020	0000068
0000021	0000025
0000021	0000027
0000021	0000034
0000021	0000036
0000021	0000056
0000021	0000061
0000022	0000026
0000022	0000038
0000022	0000054
0000023	0000036
0000023	0000038
0000023	0000060
0000023	0000086
0000024	0000036
0000024	0000038
0000024	0000053
0000024	0000064
0000025	0000033
0000025	0000060
0000026	0000029
0000026	0000031
0000027	0000030
0000027	0000042
0000027	0000043
0000028	0000052
0000028	0000086
0000029	0000065
0000029	0000086
0000030	0000032
0000030	0000067
0000031	0000039
0000031	0000077
0000032	0000046
0000032	0000050
0000033	0000036
0000033	0000048
0000033	0000066
0000033	0000070
0000033	0000071
0000033	0000074
0000033	0000080
0000033	0000093
0000033	0000096
0000034	0000037
0000034	0000059
0000034	0000062
0000034	0000070
0000034	0000073
0000035	0000067
0000035	0000074
0000037	0000039
0000037	0000051
0000037	0000060
0000038	0000085
0000039	0000040
0000039	0000061
0000039	0000096
0000039	0000100
0000040	0000045
0000040	0000047
0000040	0000050
0000040	0000054
0000040	0000072
0000041	0000052
0000041	0000059
0000041	0000076
0000042	0000065
0000043	0000046
0000043	0000050
0000045	0000048
0000045	0000049
0000045	0000079
0000047	0000080
0000049	0000054
0000049	0000078
0000050	0000054
0000050	0000059
0000051	0000055
0000051	0000074
0000053	0000074
0000054	0000061
0000055	0000065
0000055	0000082
0000056	0000061
0000056	0000072
0000057	0000061
0000058	0000085
0000059	0000085
0000061	0000065
0000063	0000080
0000064	0000087
0000065	0000083
0000065	0000090
0000066	0000073
0000067	0000069
0000068	0000071
0000068	0000073
0000072	0000098
0000074	0000087
0000075	0000090
0000075	0000093
0000075	0000100
0000076	0000083
0000076	0000085
0000076	0000088
0000076	0000099
0000079	0000080
0000079	0000089
0000080	0000081
0000080	0000090
0000081	0000097
0000082	0000091
0000082	0000095
0000089	0000098
0000093	0000096
