source	target
0000001	0000002
0000001	0000003
0000001	0000010
0000001	0000016
0000001	0000017
0000001	0000019
0000001	0000023
0000001	0000033
0000002	0000003
0000002	0000006
0000002	0000014
0000002	0000024
0000002	0000025
0000002	0000059
0000003	0000004
0000003	0000005
0000003	0000008
0000003	0000023
0000003	0000049
0000003	0000086
0000003	0000089
0000003	0000099
0000004	0000006
0000004	0000007
0000004	0000008
0000004	0000015
0000004	0000032
0000004	0000064
0000005	0000022
0000005	0000053
0000005	0000057
0000005	0000088
0000005	0000090
0000006	0000012
0000006	0000013
0000006	0000045
0000007	0000035
0000008	0000009
0000008	0000011
0000008	0000021
0000008	0000032
0000008	0000035
0000009	0000017
0000009	0000068
0000009	0000072
0000009	0000076
0000010	0000018
0000010	0000019
0000010	0000058
0000010	0000071
0000011	0000014
0000011	0000023
0000011	0000024
0000011	0000046
0000011	0000051
0000011	0000066
0000012	0000025
0000012	0000026
0000013	0000039
0000013	0000041
0000013	0000091
0000014	0000022
0000014	0000030
0000014	0000096
0000015	0000027
0000015	0000037
0000015	0000051
0000015	0000060
0000015	0000075
0000016	0000020
0000016	0000021
0000016	0000043
0000017	0000028
0000017	0000031
0000017	0000033
0000017	0000036
0000017	0000058
0000018	0000042
0000018	0000056
0000018	0000078
0000018	0000079
0000018	0000081
0000019	0000038
0000019	0000085
0000020	0000025
0000020	0000030
0000020	0000050
0000021	0000038
0000021	0000094
0000022	0000035
0000022	0000092
0000023	0000061
0000023	0000062
0000024	0000056
0000025	0000029
0000025	0000044
0000025	0000071
0000027	0000041
0000028	0000031
0000028	0000034
0000028	0000042
0000028	0000051
0000028	0000070
0000029	0000048
0000029	0000066
0000030	0000062
0000030	0000096
0000031	0000042
0000032	0000040
0000032	0000082
0000034	0000064
0000035	0000050
0000035	0000065
0000035	0000084
0000035	0000098
0000036	0000038
0000036	0000051
0000037	0000063
0000038	0000053
0000039	0000055
0000040	0000047
0000040	0000085
0000041	0000052
0000041	0000055
0000042	0000057
0000042	0000080
0000042	0000091
0000043	0000082
0000045	0000048
0000047	0000093
0000049	0000073
0000050	0000072
0000051	0000083
0000051	0000088
0000051	0000095
0000052	0000057
0000053	0000054
0000054	0000099
0000055	0000098
0000056	0000087
0000056	0000100
0000057	0000062
0000058	0000067
0000058	0000072
0000058	0000088
0000060	0000080
0000061	0000065
0000066	0000068
0000066	0000072
0000068	0000069
0000068	0000078
0000069	0000074
0000069	0000094
0000072	0000075
0000072	0000077
0000072	0000078
0000073	0000092
0000080	0000097
0000084	0000099
0000086	0000095
