source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000001	0000007
0000001	0000008
0000001	0000014
0000001	0000016
0000001	0000020
0000001	0000028
0000001	0000030
0000001	0000086
0000001	0000098
0000002	0000003
0000002	0000004
0000002	0000011
0000002	0000018
0000002	0000021
0000002	0000038
0000002	0000051
0000002	0000083
0000003	0000004
0000003	0000005
0000003	0000008
0000003	0000009
0000003	0000014
0000003	0000024
0000003	0000026
0000003	0000040
0000003	0000058
0000003	0000073
0000003	0000082
0000004	0000005
0000004	0000014
0000004	0000015
0000004	0000026
0000004	0000040
0000004	0000047
0000004	0000051
0000004	0000078
0000005	0000009
0000005	0000010
0000005	0000011
0000005	0000014
0000005	0000015
0000005	0000025
0000005	0000043
0000005	0000053
0000005	0000058
0000005	0000080
0000005	0000094
0000006	0000007
0000006	0000011
0000006	0000014
0000006	0000037
0000006	0000042
0000006	0000063
0000006	0000071
0000006	0000092
0000007	0000009
0000007	0000010
0000007	0000021
0000007	0000028
0000007	0000033
0000007	0000090
0000007	0000099
0000008	0000010
0000008	0000012
0000008	0000013
0000008	0000014
0000008	0000028
0000008	0000050
0000008	0000061
0000009	0000013
0000009	0000016
0000009	0000018
0000009	0000022
0000009	0000032
0000009	0000072
0000009	0000096
0000010	0000011
0000010	0000073
0000011	0000012
0000011	0000013
0000011	0000014
0000011	0000021
0000011	0000026
0000011	0000033
0000011	0000051
0000011	0000073
0000011	0000074
0000012	0000022
0000012	0000077
0000013	0000018
0000013	0000032
0000013	0000033
0000013	0000035
0000013	0000037
0000013	0000040
0000013	0000049
0000013	0000050
0000013	0000056
0000013	0000075
0000013	0000077
0000014	0000022
0000014	0000051
0000014	0000062
0000015	0000017
0000015	0000028
0000015	0000030
0000015	0000041
0000015	0000042
0000015	0000047
0000015	0000051
0000015	0000085
0000015	0000088
0000016	0000022
0000016	0000023
0000016	0000028
0000016	0000032
0000016	0000033
0000016	0000039
0000016	0000057
0000016	0000059
0000016	0000067
0000016	0000081
0000016	0000093
0000017	0000024
0000017	0000057
0000017	0000086
0000018	0000019
0000018	0000043
0000018	0000044
0000018	0000050
0000018	0000078
0000018	0000096
0000019	0000020
0000019	0000031
0000019	0000032
0000019	0000035
0000019	0000046
0000019	0000048
0000019	0000049
0000019	0000051
0000019	0000072
0000019	0000077
0000019	0000086
0000020	0000032
0000020	0000036
0000020	0000046
0000020	0000085
0000020	0000087
0000020	0000097
0000021	0000027
0000021	0000028
0000021	0000031
0000021	0000047
0000021	0000052
0000021	0000064
0000021	0000066
0000021	0000085
0000021	0000087
0000022	0000026
0000022	0000034
0000023	0000052
0000023	0000053
0000024	0000026
0000024	0000029
0000024	0000035
0000024	0000060
0000025	0000033
0000025	0000044
0000025	0000085
0000025	0000095
0000026	0000034
0000026	0000046
0000026	0000052
0000026	0000056
0000026	0000061
0000027	0000074
0000027	0000078
0000028	0000040
0000028	0000053
0000028	0000100
0000029	0000031
0000029	0000051
0000029	0000065
0000029	0000093
0000029	0000097
0000030	0000037
0000030	0000039
0000030	0000054
0000030	0000055
0000030	0000060
0000030	0000084
0000031	0000042
0000031	0000089
0000032	0000043
0000032	0000057
0000032	0000069
0000032	0000092
0000033	0000039
0000033	0000050
0000033	0000062
0000033	0000078
0000033	0000084
0000034	0000061
0000035	0000041
0000035	0000048
0000035	0000089
0000036	0000053
0000036	0000066
0000036	0000073
0000036	0000088
0000036	0000089
0000037	0000077
0000038	0000045
0000038	0000071
0000039	0000044
0000039	0000055
0000039	0000094
0000040	0000043
0000040	0000054
0000041	0000098
0000042	0000068
0000043	0000048
0000044	0000083
0000044	0000096
0000045	0000048
0000045	0000058
0000045	0000066
0000046	0000076
0000048	0000054
0000048	0000057
0000048	0000061
0000048	0000085
0000049	0000066
0000049	0000086
0000051	0000056
0000052	0000079
0000056	0000066
0000057	0000076
0000058	0000085
0000059	0000096
0000060	0000079
0000060	0000097
0000061	0000082
0000062	0000083
0000064	0000065
0000064	0000071
0000064	0000072
0000065	0000082
0000066	0000093
0000067	0000070
0000067	0000072
0000067	0000085
0000067	0000087
0000072	0000078
0000072	0000081
0000074	0000088
0000074	0000094
0000077	0000084
0000078	0000099
0000081	0000082
0000082	0000092
0000084	0000091
0000086	0000095
0000088	0000098
0000095	0000098
