source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000006
0000002	0000003
0000002	0000004
0000002	0000061
0000002	0000065
0000003	0000005
0000003	0000007
0000003	0000008
0000003	0000050
0000003	0000061
0000003	0000072
0000004	0000005
0000004	0000006
0000004	0000007
0000004	0000009
0000004	0000039
0000004	0000065
0000004	0000076
0000005	0000013
0000005	0000014
0000005	0000015
0000005	0000032
0000005	0000083
0000006	0000010
0000006	0000012
0000006	0000018
0000006	0000020
0000006	0000028
0000006	0000029
0000006	0000033
0000006	0000034
0000006	0000060
0000007	0000028
0000007	0000039
0000007	0000063
0000007	0000074
0000008	0000021
0000008	0000086
0000009	0000014
0000009	0000023
0000009	0000087
0000010	0000011
0000010	0000034
0000010	0000055
0000011	0000021
0000012	0000016
0000012	0000017
0000012	0000023
0000012	0000027
0000012	0000030
0000012	0000034
0000012	0000046
0000013	0000016
0000013	0000017
0000013	0000018
0000013	0000026
0000013	0000040
0000013	0000046
0000013	0000049
0000013	0000071
0000014	0000041
0000014	0000047
0000015	0000028
0000016	0000019
0000016	0000035
0000016	0000051
0000016	0000061
0000017	0000026
0000017	0000045
0000017	0000058
0000018	0000020
0000018	0000022
0000018	0000036
0000018	0000050
0000018	0000062
0000019	0000024
0000019	0000033
0000019	0000034
0000019	0000057
0000019	0000086
0000020	0000029
0000020	0000032
0000020	0000038
0000020	0000059
0000020	0000071
0000020	0000073
0000021	0000024
0000021	0000025
0000021	0000076
0000022	0000035
0000023	0000025
0000023	0000030
0000023	0000040
0000023	0000052
0000024	0000048
0000025	0000027
0000025	0000029
0000025	0000075
0000025	0000078
0000026	0000036
0000026	0000049
0000026	0000056
0000027	0000031
0000027	0000038
0000027	0000063
0000028	0000089
0000029	0000031
0000029	0000043
0000029	0000054
0000030	0000064
0000031	0000033
0000031	0000064
0000031	0000070
0000031	0000074
0000031	0000077
0000031	0000087
0000032	0000078
0000033	0000052
0000034	0000066
0000034	0000075
0000034	0000086
0000035	0000037
0000035	0000059
0000036	0000044
0000036	0000085
0000037	0000044
0000037	0000045
0000037	0000067
0000037	0000069
0000037	0000090
0000037	0000093
0000038	0000058
0000038	0000068
0000038	0000090
0000040	0000042
0000040	0000067
0000040	0000070
0000040	0000097
0000041	0000060
0000042	0000073
0000042	0000084
0000044	0000056
0000045	0000046
0000045	0000070
0000045	0000082
0000046	0000052
0000046	0000066
0000047	0000051
0000047	0000053
0000048	0000076
0000048	0000099
0000049	0000055
0000050	0000057
0000051	0000059
0000051	0000080
0000052	0000055
0000052	0000094
0000053	0000060
0000053	0000068
0000053	0000073
0000054	0000062
0000054	0000079
0000055	0000060
0000057	0000094
0000057	0000096
0000058	0000081
0000061	0000075
0000062	0000068
0000062	0000075
0000062	0000081
0000064	0000100
0000069	0000077
0000069	0000088
0000072	0000080
0000072	0000090
0000073	0000077
0000075	0000086
0000075	0000090
0000081	0000098
0000083	0000091
0000084	0000093
0000087	0000092
0000088	0000095
0000092	0000100
0000093	0000094
