source	target
0000001	0000002
0000001	0000003
0000001	0000004
0000001	0000005
0000001	0000007
0000001	0000009
0000001	0000010
0000001	0000066
0000002	0000003
0000002	0000004
0000002	0000005
0000002	0000018
0000002	0000019
0000002	0000022
0000002	0000034
0000002	0000047
0000002	0000051
0000003	0000004
0000003	0000006
0000003	0000009
0000003	0000011
0000003	0000016
0000004	0000006
0000004	0000012
0000004	0000045
0000005	0000006
0000005	0000011
0000005	0000017
0000005	0000034
0000005	0000046
0000005	0000072
0000006	0000031
0000007	0000008
0000007	0000010
0000007	0000013
0000007	0000015
0000007	0000021
0000007	0000034
0000007	0000041
0000007	0000058
0000007	0000062
0000008	0000020
0000008	0000022
0000009	0000010
0000009	0000020
0000009	0000033
0000010	0000014
0000010	0000019
0000010	0000083
0000011	0000012
0000011	0000018
0000011	0000026
0000011	0000028
0000011	0000100
0000012	0000015
0000012	0000067
0000013	0000018
0000013	0000019
0000013	0000022
0000013	0000064
0000013	0000074
0000013	0000076
0000013	0000095
0000014	0000025
0000014	0000037
0000014	0000068
0000015	0000017
0000015	0000019
0000015	0000023
0000015	0000027
0000015	0000030
0000016	0000018
0000016	0000064
0000016	0000082
0000016	0000089
0000017	0000024
0000017	0000025
0000017	0000086
0000018	0000031
0000018	0000032
0000018	0000036
0000018	0000044
0000018	0000048
0000018	0000063
0000019	0000021
0000019	0000027
0000019	0000030
0000020	0000021
0000020	0000023
0000020	0000032
0000020	0000037
0000020	0000053
0000020	0000098
0000021	0000090
0000022	0000053
0000023	0000044
0000023	0000045
0000023	0000051
0000023	0000061
0000024	0000029
0000024	0000038
0000024	0000041
0000024	0000059
0000024	0000064
0000025	0000034
0000025	0000042
0000025	0000048
0000025	0000056
0000025	0000062
0000025	0000086
0000025	0000092
0000027	0000049
0000027	0000075
0000027	0000086
0000028	0000038
0000028	0000042
0000028	0000066
0000029	0000035
0000029	0000050
0000029	0000055
0000029	0000097
0000029	0000099
0000030	0000067
0000031	0000054
0000031	0000056
0000032	0000041
0000032	0000042
0000033	0000056
0000033	0000061
0000033	0000077
0000034	0000039
0000034	0000064
0000034	0000075
0000034	0000078
0000034	0000083
0000034	0000087
0000034	0000094
0000035	0000047
0000036	0000048
0000036	0000062
0000037	0000060
0000037	0000069
0000037	0000087
0000037	0000090
0000038	0000053
0000038	0000070
0000038	0000073
0000038	0000093
0000039	0000040
0000039	0000074
0000040	0000057
0000041	0000043
0000041	0000054
0000041	0000063
0000043	0000044
0000043	0000070
0000043	0000099
0000045	0000065
0000045	0000082
0000047	0000071
0000048	0000062
0000049	0000052
0000049	0000055
0000049	0000060
0000050	0000069
0000050	0000084
0000051	0000058
0000052	0000071
0000052	0000085
0000056	0000088
0000057	0000069
0000058	0000090
0000059	0000088
0000062	0000080
0000065	0000072
0000065	0000079
0000065	0000091
0000065	0000094
0000066	0000081
0000067	0000083
0000069	0000071
0000069	0000072
0000070	0000080
0000070	0000088
0000070	0000093
0000071	0000099
0000073	0000092
0000073	0000099
0000080	0000093
0000081	0000088
0000084	0000095
0000091	0000096
0000093	0000097
0000094	0000098
