source	target
0004029	0008802
0004029	0008911
0004029	0008957
0004029	0018467
0004029	0018479
0004029	0019145
0004029	0033723
0004029	0047106
0004029	0050061
0004029	0050569
0004029	0052814
0004030	0019115
0004030	0050269
0004031	0018488
0004738	0004739
0016620	0001758
0016620	0003942
0016620	0004028
0016620	0004029
0016620	0004030
0016620	0004043
0016620	0004073
0016620	0004350
0016620	0004365
0016620	0004491
0016620	0004777
0016620	0008774
0016620	0008863
0016620	0008883
0016620	0008886
0016620	0009013
0016620	0016621
0016620	0018478
0016620	0033721
0016620	0034602
0016620	0034832
0016620	0043796
0016620	0047100
0016620	0047101
0016620	0047102
0016620	0047105
0016620	0047110
0016620	0047533
0016620	0047949
0016620	0048001
0016620	0050062
0016620	0050607
0016620	0050608
0016620	0080019
0016622	0047111
0016623	0004031
0016623	0047969
0016624	0003863
0016624	0004591
0016624	0004739
0016625	0043797
0016625	0043873
0016625	0047553
0016903	0004738
0016903	0016620
0016903	0016622
0016903	0016623
0016903	0016624
0016903	0016625
0016903	0018492
0016903	0033737
0016903	0043794
0016903	0043795
0016903	0047770
0016903	0051268
0016903	0051269
0018488	0010293
0018488	0050302
0033721	0018477
